"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
81606	Perissodactyla	Equidae	Equinae	Scaphohippus	intermontanus	Scaphohippus intermontanus	141000	mes	L2323	Scaphohippus intermontanus	8	1	1.7	15.38	13.68	2.10467322	1.6521684777	1.45074919265874	46	34.3	-103.7	-118.3	0.850000000000001
29909	Rodentia	Sciuridae		Sciurotamias	davidianus	Sciurotamias davidianus	NA	NA	NA	Sciurotamias davidianus	2	1	0.59	0.75	0.16	0	0	0	39.7	39.7	115.9	115.9	0.295
83156	Rodentia	Muridae	Copemyinae	Tregomys	shotwelli	Tregomys shotwelli	NA	bra	NA	Tregomys shotwelli	2	1	4.1	13.68	9.58	0.02402595	0.01886037075	0.155003064485835	42.8	38.9	-99.5	-100	2.05
82061	Carnivora	Canidae	Caninae	Metalopex	merriami	Metalopex merriami	NA			Metalopex merriami	5	1	4.56	8.33	3.77	2.31856578	1.8200741373	1.52268374260711	44.5	34.8	-100.3	-119.7	3.735
20298	Perissodactyla	Equidae	Anchitheriinae	Anchitherium	aurelianense	Anchitherium aurelianense	110294	bra	L2212	Anchitherium aurelianense	60	11	7.8	18.35	10.55	20.49093189	16.08538153365	4.52669105307619	53.2	38.9	107.2	-9.1	4.415
25240	Primates	Hominidae	Hominini	Homo	neanderthalensis	Homo neanderthalensis	NA	bra	R2200	Homo neanderthalensis	8	7	0.09	0.12	0.03	1.72333827	1.35282054195	1.31275979143178	48.6	41.5	20.5	0.8	0.015
27900	Artiodactyla	Bovidae	Tragelaphini	Tragelaphus	nakuae	Tragelaphus nakuae	263911	bra	L2220	Tragelaphus nakuae	28	2	3.18	4.47	1.29	0.49284	0.3868794	0.70202564055738	11.1	3.1	40.7	35.7	1.81625
35078	Rodentia	Muridae	NA	Agathaeromys	donovani	Agathaeromys donovani	NA	NA	NA	Agathaeromys donovani	4	1	0	0.96	0.96	0	0	0	12.2	12.2	-68.3	-68.3	0
82816	Rodentia	Ischyromyidae	Paramyinae	Paramys	compressidens	Paramys compressidens	NA	bra	NA	Paramys compressidens	5	1	5.37	46.67	41.3	0.78657264	0.6174595224	0.886889305381455	41.7	36	-108.9	-120.1	2.71666666666667
35164	Proboscidea	Elephantidae	NA	Elephas	maximus	Elephas maximus	NA	hyp	LMM0M	Elephas maximus	19	6	0.96	0.96	0	20.42920368	16.0369248888	4.51986766177949	40.1	-8.1	114.8	80.4	0.4975
25553	Artiodactyla	Bovidae		Bubalus	murrensis	Bubalus murrensis	550000	hyp	L2220	Bubalus murrensis	7	2	0.33	0.4	0.07	0.49012938	0.3847515633	0.700092408186234	52.1	41.9	12.3	8.4	0.123333333333333
80488	Carnivora	Nimravidae	Nimravinae	Dinictis	felina	Dinictis felina	NA			Dinictis felina	6	2	5.74	36.66	30.92	1.5413571	1.2099653235	1.24151403536166	54.5	40.6	-96.7	-105.7	3.91
83350	Multituberculata	Ptilodontidae	NA	Prochetodon	speirsae	Prochetodon speirsae	NA	bra	NA	Prochetodon speirsae	4	1	2.8	61.92	59.12	0	0	0	54.5	54.5	-115	-115	1.4
23313	Artiodactyla	Moschidae		Amphitragulus	elegans	Amphitragulus elegans	24431	bra	L2220	Amphitragulus elegans	10	3	1.75	22.35	20.6	0.74862396	0.5876698086	0.865230581983785	47.5	41.3	7.8	-2	0.875
27594	Perissodactyla	Equidae	Equinae	Hipparion	praesulcatum	Hipparion praesulcatum	NA	hyp	L2320	Hipparion praesulcatum	1	1	0	6.45	6.45	0	0	0	41.5	41.5	23.4	23.4	0
30024	Proboscidea	Elephantidae		Elephas	kiangnanensis	Elephas kiangnanensis	NA	hyp	LMM0M	Elephas kiangnanensis	2	1	0.01	0.11	0.1	0	0	0	22.3	22.3	107.5	107.5	0.005
81317	Artiodactyla	Camelidae	Camelinae	Megatylopus	gigas	Megatylopus gigas	1800000	mes	L2220	Megatylopus gigas	6	1	2.92	8.33	5.41	6.9133131	5.4269507835	2.62931799141907	46.3	28.2	-81.8	-112.8	1.46
84973	Pilosa	Megatheriidae	NA	Pyramiodontherium	brevirostrum	Pyramiodontherium brevirostrum	NA	NA	NA	Pyramiodontherium brevirostrum	1	1	0	6.25	6.25	0	0	0	-26.9	-26.9	-66.1	-66.1	0
20673	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	minor	Megacricetodon minor	11	NA	NA	Megacricetodon minor	90	10	6.75	16.8	10.05	4.27144428	3.3530837598	2.06674727047116	51.2	40.5	27.2	-5.2	2.4225
86437	Artiodactyla	Bovidae		Ouzocerus	pentalophosi	Ouzocerus pentalophosi	NA	NA	NA	Ouzocerus pentalophosi	2	1	0.37	10.05	9.68	0	0	0	41	41	23	23	0.185
21041	Rodentia	Muridae	Copemyinae	Democricetodon	crusafonti	Democricetodon crusafonti	NA	NA	NA	Democricetodon crusafonti	21	2	1.82	12.37	10.55	0.46906047	0.36821246895	0.684879894580064	45.6	40.9	5.2	-2.9	1.05
84101	Primates	Palaechthonidae	Palaechthoninae	Palaechthon	alticuspis	Palaechthon alticuspis	NA	bra	NA	Palaechthon alticuspis	7	2	11.21	63.8	52.59	5.12849304	4.0258670364	2.26461763660005	54.5	30.3	-97.8	-115	10.27
35271	Perissodactyla	Isectolophidae	NA	Isectolophus	latidens	Isectolophus latidens	21899	bra	L2212	Isectolophus latidens	3	1	0.65	48.95	48.3	0.33574725	0.26356159125	0.579437011244536	41.7	39.2	-108.9	-119.8	0.433333333333337
20604	Rodentia	Gliridae		Miodyromys	aegercii	Miodyromys aegercii	38	NA	NA	Miodyromys aegercii	69	5	6.25	16.8	10.55	2.1721923	1.7051709555	1.47383591352633	50.4	42.2	20	-1.5	5.43
24871	Carnivora	Mustelidae		Sivanasua	viverroides	Sivanasua viverroides	2960	NA	NA	Sivanasua viverroides	1	1	0	16.8	16.8	0	0	0	43.9	43.9	0.6	0.6	0
27637	Perissodactyla	Equidae	Equinae	Hipparion	abudhabiense	Hipparion abudhabiense	NA	hyp	L2320	Hipparion abudhabiense	14	1	0	7.42	7.42	0.01219779	0.00957526515	0.110443605518835	24.2	23.1	53.2	52.3	0
25199	Carnivora	Ursidae		Ursus	arctos	Ursus arctos	172720	NA	NA	Ursus arctos	125	25	0.96	0.96	0	84.62383146	66.4297076961	9.1991212330309	71.8	23.5	135	-7.2	0.075
25172	Artiodactyla	Cervidae		Alces	alces	Alces alces	435000	bra	L2220	Alces alces	98	17	0.35	0.36	0.01	50.37219072	39.5421697152	7.09733687519481	67.9	42.3	160	0.3	0.156
20138	Carnivora	Felidae		Metailurus	major	Metailurus major	80000	NA	NA	Metailurus major	10	4	3.58	9.78	6.2	11.01793104	8.6490758664	3.31932689562206	42.3	34.2	109.3	-1.1	1.50285714285714
81591	Perissodactyla	Equidae	Anchitheriinae	Desmatippus	avus	Desmatippus avus	114000	mes	L2212	Desmatippus avus	6	1	1.28	16.66	15.38	7.65824076	6.0117189966	2.76735266274467	44.5	28.1	-81.6	-119.5	0.639999999999999
82260	Rodentia	Muridae	Arvicolinae	Mimomys	bilikeensis	Mimomys bilikeensis	NA	NA	NA	Mimomys bilikeensis	1	1	0	3.89	3.89	0	0	0	31.6	31.6	79.8	79.8	0
28143	Artiodactyla	Suidae	Suinae	Phacochoerus	aethiopicus	Phacochoerus aethiopicus	68050	hyp	R2200	Phacochoerus aethiopicus	16	8	3.95	3.96	0.01	38.15394786	29.9508490701	6.17688820199945	36.6	-34.1	36.2	-7.6	0.73
20331	Eulipotyphla	Dimylidae		Plesiodimylus	chantrei	Plesiodimylus chantrei	40	NA	NA	Plesiodimylus chantrei	42	8	8.55	16.8	8.25	2.10787668	1.6546831938	1.45185284378273	50.9	41.5	20	1.8	3.15636363636364
27008	Eulipotyphla	Erinaceidae		Neurogymnurus	cayluxi	Neurogymnurus cayluxi	NA	NA	NA	Neurogymnurus cayluxi	5	2	1.71	28.03	26.32	0.32724576	0.2568879216	0.572053983466596	47.4	44.2	7.7	-0.6	0
20471	Rodentia	Eomyidae		Pseudotheridomys	parvulus	Pseudotheridomys parvulus	8	NA	NA	Pseudotheridomys parvulus	32	5	6.76	23.56	16.8	4.0683942	3.193689447	2.01702607816557	51.1	38.4	24	-2	2.63
28994	Artiodactyla	Tragulidae		Dorcatherium	songhorensis	Dorcatherium songhorensis	NA	bra	S2200	Dorcatherium songhorensis	17	1	3.29	20.09	16.8	0.01121211	0.00880150635	0.105887251357281	0.5	-0.2	35.3	34	2.59736842105263
83453	Multituberculata	incertae sedis	NA	Cimexomys	gratus	Cimexomys gratus	NA	bra	NA	Cimexomys gratus	2	2	0	65.94	65.94	0.61321617	0.48137469345	0.783081202685903	54.5	46.6	-105.7	-112	0
22250	Carnivora	Ursidae		Ursus	arvernensis	Ursus arvernensis	NA	NA	NA	Ursus arvernensis	2	2	0.87	5.15	4.28	0.22732245	0.17844812325	0.476783441407103	50.4	45.9	8.9	4.8	0.435
23092	Rodentia	Muridae	Murinae	Occitanomys	debruijni	Occitanomys debruijni	NA	NA	NA	Occitanomys debruijni	4	2	1.1	6.45	5.35	0.06012648	0.0471992868	0.245207014581557	40.8	40.4	34	21.8	0.48
81689	Perissodactyla	Equidae	Equinae	Equus	simplicidens	Equus simplicidens	395138	hyp	L2323	Equus simplicidens	36	2	2.01	3.77	1.76	13.1736132	10.341286362	3.62954724449207	47	20.6	-82.4	-122.9	1.1175
26921	Artiodactyla	Amphimerycidae		Amphimeryx	murinus	Amphimeryx murinus	1300	NA	NA	Amphimeryx murinus	2	2	0.77	35.27	34.5	0.036963	0.029015955	0.192257639640145	47.7	46.7	6.5	3.5	0.385000000000005
83671	Eulipotyphla	Sespedectidae	Scenopaginae	Scenopagus	curtidens	Scenopagus curtidens	NA	bra	NA	Scenopagus curtidens	3	1	6.58	53.25	46.67	1.44352836	1.1331697626	1.20146925054285	44.5	32.9	-107	-117.1	3.125
24914	Eulipotyphla	Talpidae		Talpa	europaea	Talpa europaea	93	NA	NA	Talpa europaea	34	8	3.01	3.02	0.01	12.64726008	9.9280991628	3.55629864887639	59	42.2	57.4	-3.7	0.03
27410	Lagomorpha	Ochotonidae		Desmatolagus	gobiensis	Desmatolagus gobiensis	NA	NA	NA	Desmatolagus gobiensis	1	1	0	13.52	13.52	0	0	0	51.9	51.9	76.1	76.1	0
20291	Perissodactyla	Equidae		Cremohipparion	proboscideum	Cremohipparion proboscideum	225000	hyp	L2320	Cremohipparion proboscideum	10	1	2.05	8.25	6.2	0.172494	0.13540779	0.415323969931908	41	37.5	27	23	1.02090909090909
21323	Lagomorpha	Ochotonidae		Lagopsis	verus	Lagopsis verus	12100	NA	NA	Lagopsis verus	35	4	3.92	15.3	11.38	2.62572831	2.06119672335	1.62040992035966	49	38.9	12	-9.1	2.08
21308	Artiodactyla	Giraffidae	Bohlininae	Birgerbohlinia	schaubi	Birgerbohlinia schaubi	2062373	bra	L2220	Birgerbohlinia schaubi	5	1	0.9	8.25	7.35	0.10694628	0.0839528298	0.327026420950968	41.5	38.4	1.7	-1.1	0.3
29831	Proboscidea	Elephantidae		Palaeoloxodon	namadicus	Palaeoloxodon namadicus	11632860	hyp	LMM0M	Palaeoloxodon namadicus	34	10	2.19	2.2	0.01	53.45613702	41.9630675607	7.31137039275128	40.3	-0.4	119.8	13.2	0.948333333333333
83019	Lagomorpha	Leporidae	Archaeolaginae	Hypolagus	gidleyi	Hypolagus gidleyi	NA	hys	NA	Hypolagus gidleyi	8	1	6.12	8.33	2.21	1.87858287	1.47468755295	1.37061404851986	43.6	35.7	-100.5	-119.8	2.56
29307	Proboscidea	Elephantidae		Mammuthus	africanavus	Mammuthus africanavus	NA	NA	LMM0M	Mammuthus africanavus	4	2	3.32	4.28	0.96	0.49000617	0.38465484345	0.700004407128984	37.1	33	9.7	0	2.175
24615	Rodentia	Gliridae		Peridyromys	aquatilis	Peridyromys aquatilis	NA	NA	NA	Peridyromys aquatilis	5	2	2.12	18.92	16.8	0.16547103	0.12989475855	0.406781304880153	47.3	39.4	0.9	-0.8	0.530000000000001
24600	Rodentia	Gliridae		Armantomys	aragonensis	Armantomys aragonensis	NA	NA	NA	Armantomys aragonensis	53	2	6.33	18.35	12.02	0.32872428	0.2580485598	0.573344817714436	44	39.4	2.1	-3.7	3.74125
26712	Perissodactyla	Palaeotheriidae		Propalaeotherium	parvulum	Propalaeotherium parvulum	NA	NA	NA	Propalaeotherium parvulum	8	2	8.08	46.83	38.75	0.30605364	0.2402521074	0.553221149270344	51.3	46.7	11.9	6.5	3.025
27069	Artiodactyla	Palaeochoeridae	Palaeochoerinae	Palaeochoerus	gergovianus	Palaeochoerus gergovianus	31000	bra	R2200	Palaeochoerus gergovianus	5	3	7.43	28.03	20.6	0.42938685	0.33706867725	0.655276163155658	48.4	44.3	10	1.5	2.76
21018	Hyracoidea	Pliohyracidae		Pliohyrax	graecus	Pliohyrax graecus	272300	bra	NA	Pliohyrax graecus	11	4	2.2	7.35	5.15	2.26225881	1.77587316585	1.50408071924349	43.6	37.5	29	-1.1	1.526
21382	Rodentia	Castoridae	Castorinae	Castor	plicidens	Castor plicidens	NA	NA	NA	Castor plicidens	3	3	0.82	3.02	2.2	1.3454532	1.056180762	1.15993672241205	46	42.1	26	-2	0.67
23690	Rodentia	Sciuridae		Heteroxerus	rubricati	Heteroxerus rubricati	NA	NA	NA	Heteroxerus rubricati	120	4	10.85	20.6	9.75	2.5615359	2.0108056815	1.60047989678096	48.6	38.7	11.8	-9.2	6.24090909090909
25062	Artiodactyla	Bovidae		Bison	priscus	Bison priscus	1001594	hyp	L2220	Bison priscus	151	19	0.95	0.96	0.01	81.712872	64.14460452	9.03951724374704	75.5	35.5	160	-5.8	0.236
28629	Rodentia	Gliridae		Glirudinus	haramiensis	Glirudinus haramiensis	NA	NA	NA	Glirudinus haramiensis	4	1	0	20.6	20.6	0.0665334	0.052228719	0.257940690857414	39	37.5	31.8	28.2	0
35059	Rodentia	Muridae	Sigmodontinae	Sigmodon	minor	Sigmodon minor	NA	mes	NA	Sigmodon minor	6	1	1.56	3.77	2.21	5.4076869	4.2450342165	2.32544337707887	39.1	28.1	-81.6	-121.5	0.624
21472	Proboscidea	Gomphotheriidae		Choerolophodon	pentelici	Choerolophodon pentelici	2974174	bra	RMM00	Choerolophodon pentelici	35	10	5.97	12.02	6.05	3.71293335	2.91465267975	1.92689733769083	46.6	34.3	46.3	21.8	1.64166666666667
24552	Rodentia	Sciuridae		Atlantoxerus	blacki	Atlantoxerus blacki	NA	NA	NA	Atlantoxerus blacki	24	1	3.28	16.8	13.52	0.0332667	0.0261143595	0.18239161164922	41.4	40.4	-1	-3.7	1.78
20831	Rodentia	Sciuridae		Palaeosciurus	sutteri	Palaeosciurus sutteri	237	NA	NA	Palaeosciurus sutteri	10	4	3.28	16.8	13.52	1.761903	1.383093855	1.32736694248426	50.4	40.4	23.1	8.8	1.91
25246	Artiodactyla	Bovidae		Capra	ibex	Capra ibex	98000	hyp	L2220	Capra ibex	25	10	1.27	1.29	0.02	6.63559776	5.2089442416	2.57596540349439	50.4	32.8	35.6	5	0.29
27131	Artiodactyla	Anthracotheriidae	Anthracotheriinae	Anthracotherium	magnum	Anthracotherium magnum	1305127	bra	R2300	Anthracotherium magnum	6	3	6.84	30.4	23.56	0.55062549	0.43224100965	0.742041434153107	48.4	44.3	8.8	-2.1	2.332
20051	Carnivora	Mustelidae		Grivamephitis	pusilla	Grivamephitis pusilla	200	NA	NA	Grivamephitis pusilla	5	2	4.78	16.8	12.02	0.19294686	0.1514632851	0.439257168410488	48.5	45.6	10.1	4.7	2.20666666666667
20453	Eulipotyphla	Talpidae		Talpa	minor	Talpa minor	15	NA	NA	Talpa minor	29	11	5.8	6.2	0.4	5.18073408	4.0668762528	2.27612259775259	51.8	37.2	25.2	-3.6	4.3475
20716	Rodentia	Castoridae	Castoroidinae	Dipoides	problematicus	Dipoides problematicus	2414	hyp	NA	Dipoides problematicus	26	5	3.1	8.25	5.15	6.51337344	5.1129981504	2.5521311565043	49.8	37	37.4	-3.9	1.39166666666667
22241	Chiroptera	Rhinolophidae		Rhinolophus	kowalskii	Rhinolophus kowalskii	NA	NA	NA	Rhinolophus kowalskii	4	3	3.18	6.2	3.02	0.6086574	0.477796059	0.780164982551768	51	44.5	19.2	11.6	2.1225
25505	Rodentia	Muridae	Arvicolinae	Chionomys	nivalis	Chionomys nivalis	NA	NA	NA	Chionomys nivalis	4	4	0.34	0.36	0.02	2.22665112	1.7479211292	1.49219674306038	49.5	42.3	44.1	19	0.1725
23853	Carnivora	Felidae	Felinae	Panthera	gombaszoegensis	Panthera gombaszoegensis	126765	NA	NA	Panthera gombaszoegensis	33	14	3.05	3.65	0.6	50.6442384	39.755727144	7.11647654390851	52.5	-3.5	69.9	-3.5	1.285
31552	Perissodactyla	Rhinocerotidae		Aprotodon	lanzhouensis	Aprotodon lanzhouensis	996761	bra	L2212	Aprotodon lanzhouensis	1	1	0	26.2	26.2	0	0	0	35.6	35.6	103.3	103.3	0
21298	Chiroptera	Megadermatidae		Megaderma	vireti	Megaderma vireti	NA	NA	NA	Megaderma vireti	4	2	5.82	12.02	6.2	0.38121174	0.2992512159	0.617423468941698	48.1	45.5	16.3	4.4	1.74
83021	Lagomorpha	Leporidae	Archaeolaginae	Hypolagus	parviplicatus	Hypolagus parviplicatus	NA	hys	NA	Hypolagus parviplicatus	6	1	1.7	15.38	13.68	2.05662132	1.6144477362	1.43409250747642	42.8	35	-97.6	-119	0.68
28221	Rodentia	Muridae	Murinae	Golunda	gurai	Golunda gurai	107	NA	NA	Golunda gurai	3	1	0.75	3.43	2.68	0.35903394	0.2818416429	0.599194409186201	11.1	4.9	40.7	36	0.396666666666667
81400	Artiodactyla	Dromomerycidae	Cranioceratidae	Cranioceras	teres	Cranioceras teres	NA	bra	L2220	Cranioceras teres	8	1	2.58	13.68	11.1	2.0896416	1.640368656	1.44555926893365	36.4	28.4	-97.6	-118.8	0.645
20480	Rodentia	Muridae	Anomalomyinae	Anomalomys	gaillardi	Anomalomys gaillardi	NA	NA	NA	Anomalomys gaillardi	17	6	2.3	10.55	8.25	2.24537904	1.7626225464	1.49845888832494	48.3	41.5	28.2	1.4	1.255
30070	Artiodactyla	Cervidae	Cervinae	Cervus	fenqii	Cervus fenqii	NA	NA	L2220	Cervus fenqii	8	1	0.53	1.83	1.3	0.2624373	0.2060132805	0.512286345709116	30.7	23.6	110.1	107.1	0.37125
83595	Leptictida	Leptictidae	NA	Prodiacodon	furor	Prodiacodon furor	99	bra	NA	Prodiacodon furor	3	2	3.25	62.37	59.12	0.72743184	0.5710339944	0.852896148426055	54.5	42.2	-110.2	-115	2.01666666666667
83528	Cimolesta	Pantolestidae	Pantolestinae	Bessoecetor	septentrionalis	Bessoecetor septentrionalis	NA	bra	NA	Bessoecetor septentrionalis	17	2	4.42	62.37	57.95	2.34443988	1.8403853058	1.53115638652621	54.5	41.1	-100.8	-115	2.11857142857143
22142	Rodentia	Muridae	Arvicolinae	Mimomys	occitanus	Mimomys occitanus	NA	NA	NA	Mimomys occitanus	11	8	0.14	4.42	4.28	6.80821497	5.34444875145	2.60925563523393	52.4	36.1	32.4	-1.5	0.056
23135	Didelphimorphia	Didelphidae		Amphiperatherium	frequens	Amphiperatherium frequens	NA	NA	NA	Amphiperatherium frequens	44	6	8.83	22.35	13.52	2.11539249	1.66058310465	1.45443889180673	51.1	41.4	16.4	-1.3	3.792
32208	Rodentia	Sciuridae		Sinotamias	gravis	Sinotamias gravis	NA	NA	NA	Sinotamias gravis	1	1	0	6.2	6.2	0	0	0	41.9	41.9	114.1	114.1	0
80863	Condylarthra	Phenacodontidae	Tetraclaenodontinae	Tetraclaenodon	puercensis	Tetraclaenodon puercensis	7600	bra	R2200	Tetraclaenodon puercensis	6	1	0.95	63.01	62.06	0.96645924	0.7586705034	0.983086588251513	46.8	36.2	-100.8	-108.2	0.419999999999995
