Order	Nsp	InterceptSemilog	SlopeSemilog	R2Semilog	InterceptSemilog2	SlopeSemilog2	R2Semilog2	IntereptPlain	SlopePlain	R2Plain	IntereptPlain2	SlopePlain2	R2Plain2	InterceptLoglog	SlopeLoglog	R2Loglog	BestModel	R2Best
Hominidae not Hominini	35	-0.622	-1.007	0.875	-0.735	-0.877	0.706	0.228	-0.247	0.615	0.198	-0.197	0.413	-1.41	-0.612	0.915	Power	0.915
Primates	410	-0.558	-0.343	0.852	-0.768	-0.037	0.463	0.256	-0.07	0.468	0.209	-0.006	0.138	-1.108	-0.741	0.794	Exponential	0.852
Hominini	13	-0.275	-0.103	0.945	-0.361	-0.011	0.783	0.517	-0.061	0.741	0.458	-0.006	0.51	-0.571	-0.29	0.801	Exponential	0.945
Primates other	385	-0.488	-0.551	0.937	-0.745	-0.115	0.583	0.272	-0.12	0.644	0.209	-0.019	0.232	-1.165	-0.7	0.731	Exponential	0.937
Hominidae not Hominini	38	-0.581	-1.604	0.964	-0.686	-2.808	0.917	0.237	-0.411	0.868	0.206	-0.662	0.7	-1.416	-0.528	0.854	Exponential	0.964
Primates	436	-0.596	-0.337	0.84	-0.795	-0.037	0.46	0.241	-0.065	0.464	0.198	-0.005	0.138	-1.152	-0.683	0.783	Exponential	0.84
Hominidae not Hominini	38	-0.649	-0.968	0.979	-0.791	-0.876	0.85	0.198	-0.207	0.84	0.165	-0.17	0.598	-1.357	-0.549	0.841	Exponential	0.979
Primates other	378	-0.495	-0.492	0.92	-0.734	-0.088	0.551	0.275	-0.108	0.596	0.217	-0.015	0.206	-1.14	-0.719	0.752	Exponential	0.92
Hominini	13	-0.294	-0.096	0.868	-0.364	-0.011	0.775	0.502	-0.056	0.648	0.457	-0.006	0.505	-0.538	-0.414	0.858	Exponential	0.868
Primates	429	-0.578	-0.326	0.848	-0.767	-0.037	0.493	0.249	-0.065	0.462	0.208	-0.006	0.152	-1.125	-0.714	0.795	Exponential	0.848
Primates other	368	-0.49	-0.535	0.956	-0.734	-0.112	0.616	0.268	-0.115	0.646	0.209	-0.018	0.242	-1.155	-0.715	0.748	Exponential	0.956
Hominini	13	-0.24	-0.108	0.916	-0.331	-0.011	0.753	0.561	-0.068	0.68	0.496	-0.007	0.467	-0.506	-0.416	0.858	Exponential	0.916
Hominidae not Hominini	32	-0.456	-1.625	0.99	-0.603	-2.471	0.911	0.3	-0.503	0.864	0.248	-0.69	0.648	-1.297	-0.544	0.795	Exponential	0.99
Primates	413	-0.582	-0.327	0.859	-0.772	-0.036	0.49	0.245	-0.064	0.468	0.205	-0.005	0.149	-1.131	-0.703	0.798	Exponential	0.859
Primates other	381	-0.487	-0.564	0.958	-0.741	-0.128	0.619	0.267	-0.121	0.688	0.206	-0.021	0.264	-1.164	-0.688	0.725	Exponential	0.958
Hominini	13	-0.34	-0.092	0.887	-0.407	-0.01	0.779	0.453	-0.05	0.674	0.412	-0.005	0.517	-0.586	-0.391	0.884	Exponential	0.887
Hominidae not Hominini	38	-0.576	-1.621	0.955	-0.69	-2.769	0.9	0.238	-0.413	0.851	0.205	-0.652	0.685	-1.414	-0.541	0.832	Exponential	0.955
Primates	432	-0.607	-0.335	0.848	-0.804	-0.036	0.465	0.232	-0.063	0.47	0.192	-0.005	0.141	-1.158	-0.692	0.786	Exponential	0.848
Primates other	367	-0.519	-0.449	0.919	-0.75	-0.072	0.54	0.261	-0.095	0.603	0.207	-0.011	0.199	-1.123	-0.657	0.73	Exponential	0.919
Hominini	13	-0.3	-0.095	0.959	-0.385	-0.01	0.84	0.48	-0.054	0.797	0.425	-0.005	0.592	-0.582	-0.259	0.736	Exponential	0.959
Hominidae not Hominini	33	-0.458	-1.706	0.962	-0.583	-2.915	0.912	0.306	-0.544	0.833	0.261	-0.853	0.665	-1.347	-0.588	0.837	Exponential	0.962
Primates	413	-0.588	-0.308	0.87	-0.772	-0.035	0.533	0.241	-0.059	0.493	0.201	-0.005	0.174	-1.112	-0.665	0.779	Exponential	0.87
Primates other	368	-0.493	-0.466	0.919	-0.738	-0.076	0.54	0.278	-0.103	0.599	0.218	-0.013	0.199	-1.132	-0.717	0.761	Exponential	0.919
Hominidae not Hominini	36	-0.659	-1.576	0.911	-0.806	-2.097	0.732	0.199	-0.338	0.708	0.165	-0.407	0.465	-1.502	-0.584	0.839	Exponential	0.911
Primates	416	-0.569	-0.323	0.864	-0.766	-0.037	0.507	0.254	-0.066	0.486	0.21	-0.006	0.161	-1.123	-0.702	0.802	Exponential	0.864
Primates other	363	-0.451	-0.543	0.972	-0.691	-0.132	0.675	0.292	-0.129	0.708	0.228	-0.025	0.302	-1.134	-0.695	0.759	Exponential	0.972
Hominidae not Hominini	35	-0.651	-0.939	0.928	-0.747	-0.88	0.796	0.214	-0.223	0.709	0.188	-0.192	0.512	-1.363	-0.51	0.907	Exponential	0.928
Hominini	13	-0.294	-0.088	0.862	-0.352	-0.01	0.794	0.505	-0.053	0.671	0.466	-0.005	0.553	-0.535	-0.403	0.877	Power	0.877
Primates	411	-0.578	-0.316	0.847	-0.775	-0.034	0.477	0.251	-0.065	0.473	0.206	-0.005	0.145	-1.119	-0.692	0.806	Exponential	0.847
Primates other	365	-0.461	-0.529	0.969	-0.712	-0.122	0.665	0.282	-0.121	0.709	0.217	-0.022	0.299	-1.131	-0.715	0.746	Exponential	0.969
Hominidae not Hominini	31	-0.534	-1.03	0.921	-0.645	-0.934	0.746	0.281	-0.314	0.671	0.244	-0.256	0.44	-1.305	-0.539	0.938	Power	0.938
Hominini	13	-0.297	-0.1	0.868	-0.376	-0.011	0.732	0.499	-0.058	0.632	0.449	-0.006	0.456	-0.548	-0.395	0.835	Exponential	0.868
Primates	409	-0.561	-0.338	0.866	-0.773	-0.037	0.472	0.254	-0.07	0.502	0.206	-0.006	0.148	-1.109	-0.696	0.786	Exponential	0.866
Primates other	358	-0.494	-0.488	0.915	-0.746	-0.077	0.502	0.272	-0.106	0.59	0.212	-0.012	0.18	-1.118	-0.678	0.714	Exponential	0.915
Hominini	12	-0.239	-0.093	0.921	-0.31	-0.01	0.826	0.562	-0.061	0.743	0.509	-0.006	0.578	-0.509	-0.321	0.803	Exponential	0.921
Hominidae not Hominini	39	-0.77	-0.831	0.934	-0.852	-0.787	0.826	0.164	-0.16	0.723	0.146	-0.14	0.546	-1.424	-0.441	0.916	Exponential	0.934
Primates	409	-0.593	-0.301	0.842	-0.774	-0.033	0.509	0.241	-0.058	0.455	0.203	-0.005	0.159	-1.11	-0.675	0.771	Exponential	0.842
Primates other	354	-0.477	-0.503	0.934	-0.712	-0.097	0.577	0.284	-0.116	0.621	0.224	-0.017	0.224	-1.115	-0.671	0.736	Exponential	0.934
Hominidae not Hominini	35	-0.548	-1.593	0.937	-0.662	-2.393	0.824	0.264	-0.446	0.736	0.228	-0.613	0.542	-1.452	-0.599	0.916	Exponential	0.937
Hominini	13	-0.278	-0.091	0.909	-0.344	-0.01	0.82	0.517	-0.055	0.734	0.471	-0.006	0.58	-0.543	-0.339	0.832	Exponential	0.909
Primates	402	-0.572	-0.31	0.846	-0.749	-0.034	0.497	0.256	-0.064	0.458	0.215	-0.005	0.152	-1.105	-0.669	0.796	Exponential	0.846
Primates other	373	-0.535	-0.458	0.898	-0.773	-0.071	0.509	0.254	-0.094	0.567	0.2	-0.011	0.18	-1.16	-0.75	0.771	Exponential	0.898
Hominini	12	-0.234	-0.094	0.834	-0.287	-0.011	0.764	0.588	-0.064	0.619	0.546	-0.007	0.511	-0.493	-0.416	0.874	Power	0.874
Hominidae not Hominini	38	-0.748	-0.854	0.93	-0.856	-0.763	0.818	0.167	-0.16	0.737	0.144	-0.134	0.563	-1.419	-0.533	0.868	Exponential	0.93
Primates	423	-0.615	-0.297	0.829	-0.791	-0.034	0.513	0.232	-0.056	0.44	0.196	-0.005	0.158	-1.138	-0.714	0.805	Exponential	0.829
Primates other	359	-0.441	-0.543	0.962	-0.7	-0.117	0.625	0.295	-0.128	0.68	0.227	-0.021	0.262	-1.11	-0.694	0.723	Exponential	0.962
Hominidae not Hominini	43	-0.721	-0.95	0.966	-0.856	-0.841	0.832	0.171	-0.175	0.79	0.143	-0.142	0.569	-1.408	-0.527	0.812	Exponential	0.966
Hominini	13	-0.313	-0.102	0.697	-0.377	-0.01	0.552	0.508	-0.059	0.444	0.466	-0.005	0.296	-0.582	-0.334	0.754	Power	0.754
Primates	415	-0.56	-0.348	0.841	-0.775	-0.036	0.435	0.256	-0.071	0.477	0.207	-0.005	0.13	-1.11	-0.696	0.764	Exponential	0.841
Primates other	360	-0.485	-0.499	0.924	-0.742	-0.083	0.512	0.275	-0.11	0.616	0.213	-0.014	0.192	-1.126	-0.72	0.74	Exponential	0.924
Hominidae not Hominini	40	-0.65	-1.046	0.878	-0.774	-0.906	0.698	0.214	-0.239	0.605	0.183	-0.186	0.39	-1.423	-0.579	0.879	Power	0.879
Hominini	13	-0.304	-0.102	0.939	-0.41	-0.01	0.749	0.475	-0.056	0.747	0.41	-0.005	0.492	-0.561	-0.324	0.763	Exponential	0.939
Primates	413	-0.566	-0.337	0.865	-0.767	-0.037	0.478	0.252	-0.068	0.489	0.207	-0.006	0.149	-1.113	-0.687	0.781	Exponential	0.865
Primates other	368	-0.502	-0.471	0.908	-0.739	-0.076	0.521	0.274	-0.103	0.584	0.217	-0.012	0.187	-1.129	-0.67	0.728	Exponential	0.908
Hominidae not Hominini	39	-0.686	-0.97	0.952	-0.815	-0.9	0.833	0.186	-0.195	0.764	0.158	-0.167	0.568	-1.402	-0.568	0.842	Exponential	0.952
Hominini	12	-0.208	-0.098	0.893	-0.279	-0.011	0.798	0.608	-0.068	0.689	0.552	-0.007	0.538	-0.465	-0.405	0.856	Exponential	0.893
Primates	419	-0.579	-0.309	0.841	-0.759	-0.035	0.51	0.252	-0.062	0.459	0.211	-0.005	0.16	-1.114	-0.67	0.779	Exponential	0.841
Primates other	366	-0.552	-0.451	0.905	-0.788	-0.071	0.515	0.247	-0.09	0.568	0.195	-0.011	0.184	-1.177	-0.722	0.773	Exponential	0.905
Hominidae not Hominini	34	-0.547	-1.616	0.875	-0.671	-2.323	0.75	0.267	-0.456	0.622	0.228	-0.597	0.442	-1.483	-0.65	0.897	Power	0.897
Hominini	13	-0.309	-0.088	0.929	-0.378	-0.01	0.851	0.476	-0.05	0.78	0.431	-0.005	0.626	-0.563	-0.332	0.825	Exponential	0.929
Primates	413	-0.624	-0.293	0.844	-0.798	-0.033	0.518	0.23	-0.055	0.452	0.193	-0.005	0.163	-1.154	-0.695	0.823	Exponential	0.844
Primates other	367	-0.528	-0.469	0.915	-0.751	-0.078	0.533	0.261	-0.099	0.585	0.209	-0.013	0.194	-1.163	-0.694	0.77	Exponential	0.915
Hominidae not Hominini	36	-0.598	-1.473	0.985	-0.735	-2.189	0.92	0.218	-0.342	0.894	0.182	-0.466	0.704	-1.421	-0.574	0.829	Exponential	0.985
Hominini	13	-0.246	-0.104	0.92	-0.324	-0.011	0.778	0.558	-0.067	0.697	0.501	-0.007	0.494	-0.543	-0.331	0.839	Exponential	0.92
Primates	416	-0.592	-0.315	0.857	-0.767	-0.036	0.509	0.244	-0.062	0.472	0.206	-0.005	0.161	-1.142	-0.679	0.812	Exponential	0.857
Primates other	377	-0.492	-0.522	0.944	-0.748	-0.102	0.57	0.27	-0.114	0.652	0.208	-0.017	0.229	-1.149	-0.681	0.731	Exponential	0.944
Hominidae not Hominini	38	-0.754	-0.843	0.846	-0.839	-0.776	0.754	0.173	-0.166	0.606	0.155	-0.144	0.477	-1.46	-0.541	0.878	Power	0.878
Hominini	13	-0.291	-0.089	0.899	-0.347	-0.01	0.816	0.508	-0.054	0.718	0.469	-0.006	0.576	-0.582	-0.277	0.816	Exponential	0.899
Primates	428	-0.609	-0.307	0.84	-0.797	-0.033	0.486	0.234	-0.058	0.459	0.195	-0.005	0.148	-1.138	-0.678	0.79	Exponential	0.84
Primates other	364	-0.492	-0.505	0.907	-0.767	-0.077	0.456	0.274	-0.113	0.621	0.207	-0.013	0.169	-1.135	-0.689	0.729	Exponential	0.907
Hominidae not Hominini	35	-0.581	-1.026	0.963	-0.703	-0.951	0.803	0.243	-0.269	0.769	0.207	-0.224	0.518	-1.303	-0.508	0.87	Exponential	0.963
Hominini	12	-0.268	-0.101	0.956	-0.363	-0.011	0.8	0.517	-0.061	0.774	0.452	-0.006	0.542	-0.535	-0.321	0.788	Exponential	0.956
Primates	411	-0.579	-0.329	0.849	-0.783	-0.036	0.477	0.247	-0.066	0.475	0.202	-0.005	0.145	-1.116	-0.677	0.777	Exponential	0.849
Primates other	372	-0.456	-0.54	0.96	-0.726	-0.117	0.623	0.279	-0.121	0.715	0.211	-0.02	0.273	-1.113	-0.671	0.698	Exponential	0.96
Hominini	13	-0.26	-0.102	0.859	-0.332	-0.011	0.75	0.546	-0.063	0.619	0.496	-0.006	0.467	-0.516	-0.42	0.85	Exponential	0.859
Hominidae not Hominini	38	-0.651	-0.99	0.913	-0.752	-0.905	0.753	0.216	-0.234	0.654	0.189	-0.194	0.445	-1.41	-0.541	0.941	Power	0.941
Primates	423	-0.571	-0.332	0.858	-0.78	-0.037	0.479	0.247	-0.066	0.496	0.201	-0.005	0.149	-1.101	-0.662	0.752	Exponential	0.858
