"Order"	"Nsp"	"InterceptSemilog"	"SlopeSemilog"	"R2Semilog"	"InterceptSemilog2"	"SlopeSemilog2"	"R2Semilog2"	"IntereptPlain"	"SlopePlain"	"R2Plain"	"IntereptPlain2"	"SlopePlain2"	"R2Plain2"	"InterceptLoglog"	"SlopeLoglog"	"R2Loglog"	"BestModel"	"R2Best"
"Primates"	"427"	"-0.581"	"-0.334"	"0.846"	"-0.774"	"-0.037"	"0.475"	"0.248"	"-0.066"	"0.457"	"0.206"	"-0.005"	"0.143"	"-1.136"	"-0.709"	"0.793"	"Exponential"	"0.846"
"Primates other"	"358"	"-0.443"	"-0.564"	"0.962"	"-0.69"	"-0.131"	"0.65"	"0.293"	"-0.129"	"0.679"	"0.23"	"-0.024"	"0.289"	"-1.144"	"-0.78"	"0.756"	"Exponential"	"0.962"
"Hominidae not Hominini"	"36"	"-0.545"	"-1.562"	"0.959"	"-0.671"	"-2.452"	"0.907"	"0.251"	"-0.411"	"0.818"	"0.214"	"-0.595"	"0.66"	"-1.425"	"-0.62"	"0.849"	"Exponential"	"0.959"
"Hominini"	"22"	"-0.391"	"-0.114"	"0.839"	"-0.447"	"-0.013"	"0.703"	"0.419"	"-0.052"	"0.55"	"0.389"	"-0.005"	"0.39"	"-0.756"	"-0.331"	"0.89"	"Power"	"0.89"
"Primates"	"416"	"-0.565"	"-0.328"	"0.847"	"-0.751"	"-0.036"	"0.482"	"0.258"	"-0.066"	"0.468"	"0.217"	"-0.006"	"0.153"	"-1.121"	"-0.703"	"0.785"	"Exponential"	"0.847"
"Primates other"	"367"	"-0.475"	"-0.506"	"0.946"	"-0.735"	"-0.095"	"0.568"	"0.278"	"-0.113"	"0.67"	"0.214"	"-0.016"	"0.237"	"-1.134"	"-0.733"	"0.756"	"Exponential"	"0.946"
"Hominidae not Hominini"	"37"	"-0.698"	"-0.9"	"0.829"	"-0.789"	"-0.823"	"0.733"	"0.195"	"-0.193"	"0.578"	"0.173"	"-0.165"	"0.448"	"-1.482"	"-0.642"	"0.908"	"Power"	"0.908"
"Hominini"	"24"	"-0.511"	"-0.101"	"0.915"	"-0.584"	"-0.011"	"0.795"	"0.303"	"-0.035"	"0.703"	"0.274"	"-0.004"	"0.519"	"-0.806"	"-0.285"	"0.774"	"Exponential"	"0.915"
"Primates"	"428"	"-0.583"	"-0.319"	"0.865"	"-0.781"	"-0.036"	"0.501"	"0.245"	"-0.063"	"0.496"	"0.201"	"-0.005"	"0.161"	"-1.124"	"-0.681"	"0.789"	"Exponential"	"0.865"
"Hominini"	"22"	"-0.427"	"-0.113"	"0.891"	"-0.498"	"-0.012"	"0.732"	"0.376"	"-0.047"	"0.629"	"0.342"	"-0.005"	"0.428"	"-0.767"	"-0.322"	"0.871"	"Exponential"	"0.891"
"Primates other"	"357"	"-0.442"	"-0.557"	"0.951"	"-0.703"	"-0.117"	"0.59"	"0.295"	"-0.131"	"0.672"	"0.227"	"-0.021"	"0.245"	"-1.117"	"-0.709"	"0.724"	"Exponential"	"0.951"
"Primates"	"410"	"-0.562"	"-0.335"	"0.849"	"-0.76"	"-0.037"	"0.472"	"0.257"	"-0.069"	"0.475"	"0.212"	"-0.006"	"0.146"	"-1.11"	"-0.704"	"0.783"	"Exponential"	"0.849"
"Primates other"	"359"	"-0.518"	"-0.486"	"0.931"	"-0.782"	"-0.083"	"0.535"	"0.253"	"-0.099"	"0.629"	"0.194"	"-0.013"	"0.211"	"-1.154"	"-0.755"	"0.757"	"Exponential"	"0.931"
"Hominidae not Hominini"	"34"	"-0.528"	"-1.53"	"0.983"	"-0.688"	"-2.253"	"0.94"	"0.243"	"-0.38"	"0.914"	"0.199"	"-0.515"	"0.74"	"-1.337"	"-0.548"	"0.718"	"Exponential"	"0.983"
"Hominini"	"21"	"-0.425"	"-0.108"	"0.818"	"-0.487"	"-0.012"	"0.698"	"0.384"	"-0.046"	"0.547"	"0.354"	"-0.005"	"0.398"	"-0.735"	"-0.407"	"0.89"	"Power"	"0.89"
"Primates"	"414"	"-0.613"	"-0.311"	"0.847"	"-0.807"	"-0.034"	"0.495"	"0.229"	"-0.058"	"0.462"	"0.189"	"-0.005"	"0.153"	"-1.138"	"-0.733"	"0.804"	"Exponential"	"0.847"
"Primates other"	"361"	"-0.478"	"-0.559"	"0.966"	"-0.712"	"-0.136"	"0.656"	"0.277"	"-0.126"	"0.687"	"0.217"	"-0.024"	"0.284"	"-1.156"	"-0.674"	"0.741"	"Exponential"	"0.966"
"Hominini"	"23"	"-0.501"	"-0.108"	"0.848"	"-0.563"	"-0.012"	"0.684"	"0.323"	"-0.04"	"0.573"	"0.297"	"-0.004"	"0.391"	"-0.842"	"-0.313"	"0.888"	"Power"	"0.888"
"Hominidae not Hominini"	"29"	"-0.47"	"-1.056"	"0.94"	"-0.596"	"-0.967"	"0.779"	"0.313"	"-0.35"	"0.719"	"0.267"	"-0.289"	"0.484"	"-1.252"	"-0.592"	"0.899"	"Exponential"	"0.94"
"Primates"	"413"	"-0.589"	"-0.337"	"0.849"	"-0.781"	"-0.037"	"0.455"	"0.245"	"-0.067"	"0.47"	"0.203"	"-0.005"	"0.136"	"-1.145"	"-0.664"	"0.79"	"Exponential"	"0.849"
"Primates other"	"356"	"-0.487"	"-0.486"	"0.926"	"-0.734"	"-0.081"	"0.507"	"0.283"	"-0.114"	"0.609"	"0.22"	"-0.014"	"0.19"	"-1.133"	"-0.702"	"0.778"	"Exponential"	"0.926"
"Hominidae not Hominini"	"36"	"-0.564"	"-1.069"	"0.946"	"-0.694"	"-0.959"	"0.77"	"0.252"	"-0.285"	"0.721"	"0.214"	"-0.229"	"0.471"	"-1.318"	"-0.548"	"0.87"	"Exponential"	"0.946"
"Hominini"	"21"	"-0.448"	"-0.121"	"0.771"	"-0.517"	"-0.012"	"0.557"	"0.372"	"-0.05"	"0.486"	"0.34"	"-0.005"	"0.285"	"-0.803"	"-0.336"	"0.891"	"Power"	"0.891"
"Primates"	"413"	"-0.561"	"-0.347"	"0.859"	"-0.762"	"-0.039"	"0.46"	"0.259"	"-0.074"	"0.48"	"0.212"	"-0.006"	"0.139"	"-1.127"	"-0.679"	"0.805"	"Exponential"	"0.859"
"Primates other"	"363"	"-0.494"	"-0.511"	"0.909"	"-0.765"	"-0.084"	"0.479"	"0.27"	"-0.112"	"0.649"	"0.205"	"-0.014"	"0.193"	"-1.143"	"-0.695"	"0.719"	"Exponential"	"0.909"
"Hominidae not Hominini"	"31"	"-0.597"	"-1.564"	"0.909"	"-0.74"	"-2.098"	"0.731"	"0.231"	"-0.392"	"0.714"	"0.191"	"-0.474"	"0.467"	"-1.448"	"-0.591"	"0.859"	"Exponential"	"0.909"
"Hominini"	"20"	"-0.418"	"-0.118"	"0.776"	"-0.496"	"-0.011"	"0.553"	"0.396"	"-0.052"	"0.504"	"0.357"	"-0.004"	"0.284"	"-0.753"	"-0.308"	"0.834"	"Power"	"0.834"
"Primates"	"414"	"-0.588"	"-0.334"	"0.826"	"-0.791"	"-0.034"	"0.432"	"0.245"	"-0.066"	"0.478"	"0.201"	"-0.005"	"0.133"	"-1.133"	"-0.663"	"0.76"	"Exponential"	"0.826"
"Primates other"	"365"	"-0.425"	"-0.59"	"0.959"	"-0.695"	"-0.141"	"0.627"	"0.299"	"-0.141"	"0.707"	"0.227"	"-0.026"	"0.279"	"-1.107"	"-0.67"	"0.689"	"Exponential"	"0.959"
"Hominini"	"21"	"-0.492"	"-0.099"	"0.935"	"-0.564"	"-0.011"	"0.805"	"0.316"	"-0.036"	"0.731"	"0.286"	"-0.004"	"0.534"	"-0.789"	"-0.299"	"0.833"	"Exponential"	"0.935"
"Hominidae not Hominini"	"31"	"-0.475"	"-1.611"	"0.988"	"-0.636"	"-2.347"	"0.901"	"0.281"	"-0.463"	"0.868"	"0.23"	"-0.616"	"0.66"	"-1.391"	"-0.676"	"0.856"	"Exponential"	"0.988"
"Primates"	"417"	"-0.563"	"-0.341"	"0.849"	"-0.769"	"-0.037"	"0.462"	"0.255"	"-0.07"	"0.474"	"0.208"	"-0.006"	"0.14"	"-1.106"	"-0.679"	"0.762"	"Exponential"	"0.849"
"Hominini"	"21"	"-0.457"	"-0.105"	"0.835"	"-0.513"	"-0.012"	"0.724"	"0.356"	"-0.043"	"0.579"	"0.33"	"-0.004"	"0.431"	"-0.78"	"-0.316"	"0.854"	"Power"	"0.854"
"Primates other"	"363"	"-0.457"	"-0.603"	"0.952"	"-0.718"	"-0.144"	"0.601"	"0.285"	"-0.14"	"0.673"	"0.218"	"-0.026"	"0.255"	"-1.157"	"-0.727"	"0.741"	"Exponential"	"0.952"
"Hominidae not Hominini"	"32"	"-0.498"	"-1.636"	"0.926"	"-0.63"	"-2.408"	"0.81"	"0.29"	"-0.495"	"0.711"	"0.245"	"-0.666"	"0.52"	"-1.447"	"-0.673"	"0.911"	"Exponential"	"0.926"
"Primates"	"416"	"-0.595"	"-0.336"	"0.821"	"-0.785"	"-0.036"	"0.448"	"0.243"	"-0.066"	"0.433"	"0.202"	"-0.005"	"0.128"	"-1.148"	"-0.717"	"0.802"	"Exponential"	"0.821"
"Primates other"	"379"	"-0.488"	"-0.549"	"0.954"	"-0.737"	"-0.116"	"0.592"	"0.273"	"-0.121"	"0.663"	"0.212"	"-0.019"	"0.239"	"-1.169"	"-0.694"	"0.753"	"Exponential"	"0.954"
"Hominidae not Hominini"	"30"	"-0.514"	"-1.483"	"0.978"	"-0.678"	"-2.137"	"0.939"	"0.249"	"-0.38"	"0.9"	"0.204"	"-0.513"	"0.756"	"-1.47"	"-0.803"	"0.906"	"Exponential"	"0.978"
"Hominini"	"23"	"-0.394"	"-0.126"	"0.867"	"-0.475"	"-0.013"	"0.663"	"0.408"	"-0.055"	"0.577"	"0.368"	"-0.005"	"0.354"	"-0.745"	"-0.328"	"0.843"	"Exponential"	"0.867"
"Primates"	"432"	"-0.585"	"-0.344"	"0.861"	"-0.786"	"-0.038"	"0.467"	"0.245"	"-0.068"	"0.483"	"0.201"	"-0.006"	"0.143"	"-1.146"	"-0.676"	"0.789"	"Exponential"	"0.861"
"Primates other"	"362"	"-0.465"	"-0.5"	"0.956"	"-0.703"	"-0.105"	"0.639"	"0.287"	"-0.116"	"0.662"	"0.224"	"-0.019"	"0.263"	"-1.112"	"-0.692"	"0.746"	"Exponential"	"0.956"
"Hominini"	"21"	"-0.394"	"-0.105"	"0.845"	"-0.446"	"-0.012"	"0.728"	"0.414"	"-0.049"	"0.581"	"0.386"	"-0.005"	"0.433"	"-0.751"	"-0.337"	"0.911"	"Power"	"0.911"
"Hominidae not Hominini"	"28"	"-0.437"	"-1.52"	"0.974"	"-0.599"	"-2.238"	"0.952"	"0.296"	"-0.455"	"0.89"	"0.243"	"-0.627"	"0.762"	"-1.423"	"-0.83"	"0.905"	"Exponential"	"0.974"
"Primates"	"411"	"-0.558"	"-0.315"	"0.862"	"-0.745"	"-0.035"	"0.505"	"0.261"	"-0.066"	"0.48"	"0.218"	"-0.006"	"0.157"	"-1.098"	"-0.667"	"0.793"	"Exponential"	"0.862"
"Primates other"	"362"	"-0.505"	"-0.489"	"0.92"	"-0.762"	"-0.078"	"0.494"	"0.269"	"-0.107"	"0.607"	"0.207"	"-0.013"	"0.183"	"-1.145"	"-0.691"	"0.751"	"Exponential"	"0.92"
"Hominini"	"22"	"-0.42"	"-0.104"	"0.837"	"-0.467"	"-0.012"	"0.725"	"0.393"	"-0.046"	"0.57"	"0.368"	"-0.005"	"0.429"	"-0.79"	"-0.312"	"0.91"	"Power"	"0.91"
"Hominidae not Hominini"	"36"	"-0.563"	"-1.663"	"0.943"	"-0.713"	"-2.68"	"0.895"	"0.233"	"-0.4"	"0.788"	"0.193"	"-0.603"	"0.657"	"-1.588"	"-0.819"	"0.924"	"Exponential"	"0.943"
"Primates"	"420"	"-0.603"	"-0.303"	"0.835"	"-0.782"	"-0.033"	"0.488"	"0.241"	"-0.059"	"0.444"	"0.202"	"-0.005"	"0.146"	"-1.136"	"-0.663"	"0.801"	"Exponential"	"0.835"
"Hominidae not Hominini"	"30"	"-0.539"	"-1.014"	"0.915"	"-0.655"	"-0.912"	"0.752"	"0.273"	"-0.298"	"0.677"	"0.235"	"-0.243"	"0.459"	"-1.306"	"-0.58"	"0.915"	"Exponential Power"	"0.968"
"Hominini"	"21"	"-0.391"	"-0.116"	"0.899"	"-0.474"	"-0.013"	"0.74"	"0.402"	"-0.052"	"0.647"	"0.36"	"-0.005"	"0.438"	"-0.704"	"-0.311"	"0.779"	"Exponential"	"0.899"
"Primates other"	"371"	"-0.419"	"-0.688"	"0.988"	"-0.624"	"-0.3"	"0.924"	"0.29"	"-0.161"	"0.825"	"0.233"	"-0.058"	"0.531"	"-1.155"	"-0.696"	"0.699"	"Exponential"	"0.988"
"Primates"	"422"	"-0.581"	"-0.35"	"0.84"	"-0.783"	"-0.038"	"0.437"	"0.244"	"-0.069"	"0.482"	"0.201"	"-0.005"	"0.133"	"-1.129"	"-0.668"	"0.759"	"Exponential"	"0.84"
"Primates other"	"362"	"-0.452"	"-0.552"	"0.952"	"-0.699"	"-0.119"	"0.6"	"0.293"	"-0.13"	"0.659"	"0.229"	"-0.022"	"0.25"	"-1.13"	"-0.724"	"0.748"	"Exponential"	"0.952"
"Hominini"	"21"	"-0.43"	"-0.099"	"0.873"	"-0.496"	"-0.011"	"0.77"	"0.37"	"-0.042"	"0.648"	"0.339"	"-0.004"	"0.495"	"-0.718"	"-0.303"	"0.766"	"Exponential"	"0.873"
"Hominidae not Hominini"	"34"	"-0.514"	"-1.115"	"0.891"	"-0.652"	"-0.973"	"0.716"	"0.282"	"-0.322"	"0.628"	"0.239"	"-0.254"	"0.411"	"-1.398"	"-0.738"	"0.935"	"Power"	"0.935"
"Primates"	"417"	"-0.57"	"-0.32"	"0.835"	"-0.756"	"-0.034"	"0.471"	"0.256"	"-0.066"	"0.449"	"0.214"	"-0.005"	"0.141"	"-1.115"	"-0.715"	"0.804"	"Exponential"	"0.835"
"Primates other"	"372"	"-0.478"	"-0.514"	"0.928"	"-0.729"	"-0.098"	"0.574"	"0.279"	"-0.114"	"0.626"	"0.217"	"-0.017"	"0.222"	"-1.126"	"-0.688"	"0.719"	"Exponential"	"0.928"
"Hominini"	"23"	"-0.492"	"-0.101"	"0.871"	"-0.542"	"-0.011"	"0.762"	"0.328"	"-0.038"	"0.619"	"0.306"	"-0.004"	"0.47"	"-0.836"	"-0.33"	"0.917"	"Power"	"0.917"
"Primates"	"429"	"-0.596"	"-0.314"	"0.847"	"-0.785"	"-0.035"	"0.504"	"0.24"	"-0.06"	"0.459"	"0.2"	"-0.005"	"0.155"	"-1.13"	"-0.687"	"0.782"	"Exponential"	"0.847"
"Primates other"	"372"	"-0.529"	"-0.464"	"0.895"	"-0.775"	"-0.071"	"0.492"	"0.256"	"-0.096"	"0.587"	"0.2"	"-0.011"	"0.179"	"-1.144"	"-0.69"	"0.726"	"Exponential"	"0.895"
"Hominini"	"21"	"-0.395"	"-0.117"	"0.805"	"-0.467"	"-0.012"	"0.651"	"0.411"	"-0.053"	"0.521"	"0.375"	"-0.005"	"0.349"	"-0.708"	"-0.36"	"0.807"	"Power"	"0.807"
"Hominidae not Hominini"	"34"	"-0.593"	"-1.601"	"0.951"	"-0.754"	"-2.204"	"0.812"	"0.221"	"-0.369"	"0.762"	"0.181"	"-0.467"	"0.549"	"-1.544"	"-0.733"	"0.901"	"Exponential"	"0.951"
"Primates"	"427"	"-0.597"	"-0.319"	"0.843"	"-0.783"	"-0.036"	"0.492"	"0.239"	"-0.061"	"0.465"	"0.2"	"-0.005"	"0.153"	"-1.131"	"-0.672"	"0.775"	"Exponential"	"0.843"
"Primates other"	"367"	"-0.477"	"-0.494"	"0.921"	"-0.72"	"-0.089"	"0.56"	"0.285"	"-0.112"	"0.605"	"0.223"	"-0.015"	"0.208"	"-1.118"	"-0.693"	"0.732"	"Exponential"	"0.921"
"Hominini"	"19"	"-0.356"	"-0.106"	"0.808"	"-0.41"	"-0.012"	"0.702"	"0.454"	"-0.054"	"0.54"	"0.422"	"-0.005"	"0.404"	"-0.686"	"-0.356"	"0.874"	"Power"	"0.874"
"Hominidae not Hominini"	"30"	"-0.531"	"-0.997"	"0.949"	"-0.669"	"-0.884"	"0.806"	"0.265"	"-0.28"	"0.746"	"0.222"	"-0.227"	"0.528"	"-1.253"	"-0.565"	"0.819"	"Exponential"	"0.949"
"Primates"	"416"	"-0.563"	"-0.318"	"0.838"	"-0.75"	"-0.036"	"0.496"	"0.259"	"-0.066"	"0.452"	"0.216"	"-0.005"	"0.15"	"-1.103"	"-0.695"	"0.784"	"Exponential"	"0.838"
"Primates other"	"361"	"-0.498"	"-0.473"	"0.917"	"-0.726"	"-0.079"	"0.534"	"0.281"	"-0.107"	"0.583"	"0.224"	"-0.013"	"0.191"	"-1.142"	"-0.671"	"0.763"	"Exponential"	"0.917"
"Hominini"	"21"	"-0.411"	"-0.117"	"0.881"	"-0.489"	"-0.012"	"0.687"	"0.391"	"-0.051"	"0.609"	"0.353"	"-0.005"	"0.387"	"-0.751"	"-0.328"	"0.869"	"Exponential"	"0.881"
"Hominidae not Hominini"	"33"	"-0.575"	"-1.005"	"0.963"	"-0.71"	"-0.902"	"0.811"	"0.241"	"-0.259"	"0.769"	"0.202"	"-0.211"	"0.533"	"-1.34"	"-0.614"	"0.91"	"Exponential"	"0.963"
"Primates"	"415"	"-0.564"	"-0.328"	"0.862"	"-0.749"	"-0.038"	"0.498"	"0.26"	"-0.069"	"0.473"	"0.217"	"-0.006"	"0.153"	"-1.126"	"-0.657"	"0.799"	"Exponential"	"0.862"
"Hominini"	"22"	"-0.443"	"-0.101"	"0.877"	"-0.515"	"-0.011"	"0.771"	"0.356"	"-0.041"	"0.653"	"0.324"	"-0.004"	"0.496"	"-0.718"	"-0.348"	"0.791"	"Exponential"	"0.877"
"Primates other"	"363"	"-0.462"	"-0.566"	"0.984"	"-0.702"	"-0.156"	"0.75"	"0.276"	"-0.125"	"0.728"	"0.215"	"-0.027"	"0.355"	"-1.144"	"-0.676"	"0.711"	"Exponential"	"0.984"
"Hominidae not Hominini"	"33"	"-0.514"	"-1.551"	"0.933"	"-0.644"	"-2.359"	"0.875"	"0.27"	"-0.436"	"0.765"	"0.23"	"-0.617"	"0.621"	"-1.465"	"-0.723"	"0.9"	"Exponential"	"0.933"
"Primates"	"418"	"-0.597"	"-0.318"	"0.85"	"-0.797"	"-0.034"	"0.477"	"0.238"	"-0.061"	"0.475"	"0.196"	"-0.005"	"0.148"	"-1.129"	"-0.673"	"0.775"	"Exponential"	"0.85"
"Hominidae not Hominini"	"34"	"-0.606"	"-0.985"	"0.8"	"-0.692"	"-0.914"	"0.686"	"0.247"	"-0.261"	"0.536"	"0.222"	"-0.225"	"0.398"	"-1.449"	"-0.639"	"0.918"	"Power"	"0.918"
"Primates other"	"360"	"-0.39"	"-0.661"	"0.986"	"-0.605"	"-0.271"	"0.911"	"0.309"	"-0.164"	"0.803"	"0.246"	"-0.056"	"0.511"	"-1.119"	"-0.71"	"0.703"	"Exponential"	"0.986"
"Hominini"	"23"	"-0.463"	"-0.12"	"0.731"	"-0.532"	"-0.012"	"0.531"	"0.362"	"-0.048"	"0.442"	"0.332"	"-0.004"	"0.261"	"-0.8"	"-0.349"	"0.843"	"Power"	"0.843"
"Primates"	"417"	"-0.555"	"-0.373"	"0.829"	"-0.778"	"-0.037"	"0.379"	"0.259"	"-0.079"	"0.481"	"0.207"	"-0.006"	"0.11"	"-1.115"	"-0.674"	"0.754"	"Exponential"	"0.829"
"Primates other"	"362"	"-0.441"	"-0.54"	"0.962"	"-0.696"	"-0.119"	"0.636"	"0.294"	"-0.126"	"0.681"	"0.228"	"-0.022"	"0.276"	"-1.119"	"-0.748"	"0.744"	"Exponential"	"0.962"
"Hominidae not Hominini"	"31"	"-0.429"	"-1.74"	"0.946"	"-0.597"	"-2.48"	"0.834"	"0.316"	"-0.545"	"0.74"	"0.259"	"-0.712"	"0.547"	"-1.475"	"-0.818"	"0.906"	"Exponential"	"0.946"
"Hominini"	"21"	"-0.42"	"-0.102"	"0.886"	"-0.494"	"-0.011"	"0.774"	"0.375"	"-0.043"	"0.667"	"0.34"	"-0.004"	"0.5"	"-0.698"	"-0.345"	"0.798"	"Exponential"	"0.886"
"Primates"	"414"	"-0.555"	"-0.323"	"0.849"	"-0.75"	"-0.035"	"0.482"	"0.262"	"-0.067"	"0.474"	"0.217"	"-0.006"	"0.151"	"-1.103"	"-0.733"	"0.805"	"Exponential"	"0.849"
"Primates other"	"372"	"-0.428"	"-0.673"	"0.981"	"-0.635"	"-0.285"	"0.904"	"0.289"	"-0.158"	"0.8"	"0.231"	"-0.055"	"0.505"	"-1.159"	"-0.666"	"0.693"	"Exponential"	"0.981"
"Hominidae not Hominini"	"34"	"-0.593"	"-0.996"	"0.937"	"-0.73"	"-0.87"	"0.784"	"0.232"	"-0.246"	"0.729"	"0.194"	"-0.195"	"0.505"	"-1.319"	"-0.571"	"0.833"	"Exponential"	"0.937"
"Hominini"	"21"	"-0.457"	"-0.105"	"0.91"	"-0.528"	"-0.012"	"0.792"	"0.344"	"-0.041"	"0.689"	"0.312"	"-0.004"	"0.512"	"-0.75"	"-0.336"	"0.831"	"Exponential"	"0.91"
"Primates"	"427"	"-0.602"	"-0.345"	"0.836"	"-0.811"	"-0.038"	"0.445"	"0.234"	"-0.066"	"0.468"	"0.19"	"-0.005"	"0.132"	"-1.149"	"-0.68"	"0.768"	"Exponential"	"0.836"
"Primates other"	"372"	"-0.5"	"-0.507"	"0.92"	"-0.744"	"-0.094"	"0.562"	"0.27"	"-0.109"	"0.59"	"0.212"	"-0.015"	"0.208"	"-1.151"	"-0.712"	"0.739"	"Exponential"	"0.92"
"Hominini"	"23"	"-0.459"	"-0.101"	"0.853"	"-0.511"	"-0.011"	"0.745"	"0.355"	"-0.041"	"0.604"	"0.33"	"-0.004"	"0.459"	"-0.796"	"-0.306"	"0.871"	"Power"	"0.871"
"Hominidae not Hominini"	"30"	"-0.49"	"-1.651"	"0.928"	"-0.589"	"-3.26"	"0.935"	"0.287"	"-0.516"	"0.901"	"0.251"	"-0.945"	"0.782"	"-1.334"	"-0.549"	"0.818"	"Exponential2"	"0.935"
"Primates"	"425"	"-0.605"	"-0.304"	"0.829"	"-0.783"	"-0.034"	"0.498"	"0.239"	"-0.058"	"0.432"	"0.201"	"-0.005"	"0.149"	"-1.137"	"-0.702"	"0.795"	"Exponential"	"0.829"
"Primates other"	"349"	"-0.496"	"-0.468"	"0.909"	"-0.734"	"-0.078"	"0.533"	"0.275"	"-0.104"	"0.595"	"0.217"	"-0.013"	"0.197"	"-1.128"	"-0.713"	"0.753"	"Exponential"	"0.909"
"Hominini"	"21"	"-0.503"	"-0.09"	"0.92"	"-0.585"	"-0.01"	"0.849"	"0.299"	"-0.031"	"0.766"	"0.267"	"-0.003"	"0.624"	"-0.748"	"-0.272"	"0.638"	"Exponential"	"0.92"
"Hominidae not Hominini"	"31"	"-0.447"	"-1.564"	"0.968"	"-0.58"	"-2.481"	"0.939"	"0.305"	"-0.494"	"0.881"	"0.257"	"-0.721"	"0.725"	"-1.327"	"-0.625"	"0.826"	"Exponential"	"0.968"
"Primates"	"401"	"-0.577"	"-0.303"	"0.849"	"-0.755"	"-0.034"	"0.518"	"0.252"	"-0.061"	"0.465"	"0.212"	"-0.005"	"0.164"	"-1.104"	"-0.663"	"0.781"	"Exponential"	"0.849"
"Primates other"	"363"	"-0.428"	"-0.587"	"0.965"	"-0.695"	"-0.14"	"0.647"	"0.296"	"-0.138"	"0.677"	"0.226"	"-0.025"	"0.272"	"-1.123"	"-0.761"	"0.738"	"Exponential"	"0.965"
"Hominini"	"21"	"-0.408"	"-0.116"	"0.882"	"-0.485"	"-0.012"	"0.702"	"0.393"	"-0.05"	"0.612"	"0.354"	"-0.005"	"0.4"	"-0.738"	"-0.334"	"0.856"	"Exponential"	"0.882"
"Hominidae not Hominini"	"30"	"-0.555"	"-1.007"	"0.875"	"-0.668"	"-0.877"	"0.706"	"0.266"	"-0.289"	"0.615"	"0.231"	"-0.229"	"0.413"	"-1.343"	"-0.612"	"0.915"	"Power"	"0.915"
"Primates"	"414"	"-0.553"	"-0.346"	"0.851"	"-0.761"	"-0.038"	"0.458"	"0.26"	"-0.072"	"0.466"	"0.213"	"-0.006"	"0.135"	"-1.103"	"-0.7"	"0.774"	"Exponential"	"0.851"
"Hominini"	"22"	"-0.449"	"-0.112"	"0.915"	"-0.53"	"-0.012"	"0.731"	"0.353"	"-0.045"	"0.669"	"0.316"	"-0.004"	"0.436"	"-0.788"	"-0.273"	"0.82"	"Exponential"	"0.915"
"Primates other"	"385"	"-0.488"	"-0.551"	"0.937"	"-0.745"	"-0.115"	"0.583"	"0.272"	"-0.12"	"0.644"	"0.209"	"-0.019"	"0.232"	"-1.165"	"-0.7"	"0.731"	"Exponential"	"0.937"
"Hominidae not Hominini"	"34"	"-0.56"	"-1.537"	"0.962"	"-0.684"	"-2.602"	"0.947"	"0.237"	"-0.389"	"0.926"	"0.201"	"-0.612"	"0.787"	"-1.414"	"-0.602"	"0.832"	"Exponential"	"0.962"
"Primates"	"441"	"-0.601"	"-0.337"	"0.839"	"-0.8"	"-0.037"	"0.461"	"0.238"	"-0.065"	"0.464"	"0.196"	"-0.005"	"0.138"	"-1.154"	"-0.678"	"0.777"	"Exponential"	"0.839"
"Hominidae not Hominini"	"32"	"-0.574"	"-0.968"	"0.979"	"-0.716"	"-0.876"	"0.85"	"0.236"	"-0.245"	"0.84"	"0.196"	"-0.201"	"0.598"	"-1.282"	"-0.549"	"0.841"	"Exponential"	"0.979"
"Primates other"	"378"	"-0.495"	"-0.492"	"0.92"	"-0.734"	"-0.088"	"0.551"	"0.275"	"-0.108"	"0.596"	"0.217"	"-0.015"	"0.206"	"-1.14"	"-0.719"	"0.752"	"Exponential"	"0.92"
"Hominini"	"23"	"-0.483"	"-0.105"	"0.836"	"-0.552"	"-0.011"	"0.722"	"0.331"	"-0.039"	"0.582"	"0.302"	"-0.004"	"0.429"	"-0.764"	"-0.392"	"0.838"	"Power"	"0.838"
"Primates"	"433"	"-0.575"	"-0.328"	"0.847"	"-0.764"	"-0.037"	"0.49"	"0.251"	"-0.066"	"0.461"	"0.209"	"-0.006"	"0.15"	"-1.124"	"-0.7"	"0.79"	"Exponential"	"0.847"
"Primates other"	"368"	"-0.49"	"-0.535"	"0.956"	"-0.734"	"-0.112"	"0.616"	"0.268"	"-0.115"	"0.646"	"0.209"	"-0.018"	"0.242"	"-1.155"	"-0.715"	"0.748"	"Exponential"	"0.956"
"Hominini"	"22"	"-0.382"	"-0.124"	"0.86"	"-0.456"	"-0.013"	"0.666"	"0.423"	"-0.057"	"0.565"	"0.384"	"-0.005"	"0.355"	"-0.743"	"-0.336"	"0.876"	"Power"	"0.876"
"Hominidae not Hominini"	"28"	"-0.412"	"-1.59"	"0.992"	"-0.572"	"-2.364"	"0.935"	"0.319"	"-0.516"	"0.906"	"0.261"	"-0.702"	"0.714"	"-1.273"	"-0.601"	"0.78"	"Exponential"	"0.992"
"Primates"	"418"	"-0.583"	"-0.329"	"0.858"	"-0.771"	"-0.037"	"0.487"	"0.246"	"-0.065"	"0.465"	"0.205"	"-0.005"	"0.147"	"-1.131"	"-0.677"	"0.785"	"Exponential"	"0.858"
"Primates other"	"381"	"-0.487"	"-0.564"	"0.958"	"-0.741"	"-0.128"	"0.619"	"0.267"	"-0.121"	"0.688"	"0.206"	"-0.021"	"0.264"	"-1.164"	"-0.688"	"0.725"	"Exponential"	"0.958"
