"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"sp_area_chull"	"sp_area_geosphere"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
20340	Eulipotyphla	Erinaceidae	Galericinae	Galerix	exilis	Galerix	105	NA	NA	Galerix	375	21	19.63	22.35	2.72	79.52108931	62.42405510835	8.91745980142327	46.90247391	37.4542013114835	50.5	-0.2	118.2	-9.1	15.435
20398	Eulipotyphla	Heterosoricidae		Dinosorex	zapfei	Dinosorex	NA	NA	NA	Dinosorex	128	15	22.67	26.32	3.65	45.69439986	35.8701038901	6.75976329911041	23.676341625	17.2770598215505	51.2	-3.5	65.7	-2.1	9.2575
20454	Eulipotyphla	Talpidae		Talpa	minuta	Talpa	16	NA	NA	Talpa	304	21	20.59	20.6	0.01	43.69014279	34.29676209015	6.60985194917405	27.368329275	8.61625081965306	59	30.7	118.1	-7.2	1.10142857142857
20862	Artiodactyla	Moschidae		Micromeryx	flourensianus	Micromeryx	9957	bra	L2220	Micromeryx	119	11	12.4	20.65	8.25	25.18510968	19.7703110988	5.01847682868019	16.773747795	1.07801265464158	50	33.3	118.2	-4.2	6.1675
20882	Artiodactyla	Cervidae		Euprox	furcatus	Euprox	44002	bra	L2220	Euprox	85	14	11.41	17.46	6.05	39.16636443	30.74559607755	6.25830363836719	24.456014505	10.2984463891544	50.7	23.6	113.1	-4.2	5.87714285714286
32118	Eulipotyphla	Erinaceidae		Parasorex	socialis	Parasorex	76	NA	NA	Parasorex	203	10	9.24	13.52	4.28	4.5981972	3.609584802	2.14434073784928	1.869034095	1.31588943853259	49	37	22	-9.1	5.32866666666667
34296	Primates	Hominidae	Dryopithecini	Pierolapithecus	catalaunicus	Pierolapithecus	NA	bra	R2200	Pierolapithecus	1	1	0	11.98	11.98	0	0	0	0	0	41.5	41.5	1.8	1.8	0
85491	Artiodactyla	Suidae	Listriodontinae	Listriodon	splendens	Listriodon	165200	bra	L2202	Listriodon	103	18	9.49	19.24	9.75	75.6607968	59.393725488	8.69832149325374	45.303762555	35.429190286702	51.7	1.2	112.7	-8.9	2.2925
86089	Primates	Hominidae	Sugrivapithecini	Sivapithecus	occidentalis	Sivapithecus	NA	NA	NA	Sivapithecus	14	4	5.38	12.73	7.35	22.55876532	17.7086307762	4.74960685952006	7.1240022	6.44377625803435	41.5	23.3	102.4	1.8	3.64166666666667
21014	Artiodactyla	Bovidae		Maremmia	hauptii	Maremmia	50000	hyp	L2220	Maremmia	9	1	0.65	8	7.35	0.10004652	0.0785365182	0.316301312042805	0.0243955799999999	0.0183486073750031	43.6	40.8	11.2	8.3	0
34933	Cingulata	Glyptodontidae	NA	Asterostemma	indet.	Asterostemma	NA	NA	NA	Asterostemma	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84674	Litopterna	Proterotheriidae	NA	Indet.	indet.	Indet.	NA	NA	NA	Indet.	21	12	63.58	64.25	0.67	165.23890236	129.7125383526	12.8545284767665	102.978733185	124.171754422213	45.1	-45.7	36	-111.7	19.1316666666667
84746	Pilosa	Megatheriidae	NA	Planops	indet.	Planops	NA	NA	NA	Planops	2	2	9	17	8	1.8629352	1.462404132	1.36489384202582	0	0	-9.1	-51.1	-69.1	-72.7	4.5
84845	Rodentia	Dinomyidae	NA	Scleromys	colombianus	Scleromys	NA	NA	NA	Scleromys	6	4	9	17	8	4.0215744	3.156935904	2.00538634681699	0.345973679999997	0.479876589010929	3.3	-51.1	-69.1	-75.1	6.75
84921	Didelphimorphia	Didelphidae	Didelphinae	Didelphis	solimoensis	Didelphis	NA	NA	NA	Didelphis	5	4	5.79	8	2.21	21.007305	16.490734425	4.58337266649789	4.19222025	3.94311349058679	30.2	-38	-57.6	-82.6	1.12666666666667
84924	Cingulata	Dasypodidae	NA	Anadasypus	indet.	Anadasypus	NA	NA	NA	Anadasypus	2	2	4.5	12.5	8	0.36667296	0.2878382736	0.605535267346172	0	0	3.3	-9.1	-72.7	-75.1	2.25
84925	Cingulata	Pachyarmatheriidae	NA	Neoglyptatelus	indet.	Neoglyptatelus	NA	NA	NA	Neoglyptatelus	3	3	4.8	12.8	8	0.40511448	0.3180148668	0.636486040695316	0.0803329199999997	0.0797949160207254	3.3	-10.4	-72.7	-75.1	3.45
84926	Cingulata	Glyptodontidae	NA	Paraglyptodon	indet.	Paraglyptodon	NA	NA	NA	Paraglyptodon	3	3	4.33	8	3.67	5.37676119	4.22075753415	2.31878442076878	0.29582721	0.42037368451881	-9.1	-38	-57.6	-72.7	2.28
84927	Cingulata	Glyptodontidae	NA	Plohophorus	indet.	Plohophorus	NA	NA	NA	Plohophorus	6	3	4.33	8	3.67	5.56280829	4.36680450765	2.35856063945789	1.118808405	1.08837173893295	-9.1	-39	-57.6	-72.7	2.51
84929	Pilosa	Megalonychidae	NA	Pliomorphus	indet.	Pliomorphus	NA	NA	NA	Pliomorphus	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84930	Pilosa	Mylodontidae	NA	Octodontobradys	puruensis	Octodontobradys	NA	NA	NA	Octodontobradys	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84931	Pilosa	Mylodontidae	NA	Pseudoprepotherium	venezuelanum	Pseudoprepotherium	NA	NA	NA	Pseudoprepotherium	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84932	Pilosa	Mylodontidae	NA	Ranculcus	indet.	Ranculcus	NA	NA	NA	Ranculcus	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84933	Pilosa	Mylodontidae	NA	Urumacotherium	campbelli	Urumacotherium	NA	NA	NA	Urumacotherium	2	2	4.8	12.8	8	0.01281384	0.0100588644	0.11319823320176	0	0	-9.1	-10.4	-72.7	-73.5	2.4
84934	Pilosa	Nothrotheriidae	NA	Mionothropus	cartellei	Mionothropus	NA	NA	NA	Mionothropus	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84935	Primates	Atelidae	NA	Solimoea	acrensis	Solimoea	NA	NA	NA	Solimoea	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84936	Primates	Atelidae	NA	Stirtonia	indet.	Stirtonia	NA	NA	NA	Stirtonia	3	2	4.5	12.5	8	0.36667296	0.2878382736	0.605535267346172	0	0	3.3	-9.1	-72.7	-75.1	3
84937	Primates	Cebidae	NA	Acrecebus	fraileyi	Acrecebus	NA	NA	NA	Acrecebus	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84938	Rodentia	Caviidae	Hydrochoerinae	Cardiatherium	indet.	Cardiatherium	NA	NA	NA	Cardiatherium	2	2	4.73	8	3.27	0.628371	0.493271235	0.792698555568256	0	0	11.3	-9.1	-70.2	-72.7	2.365
84939	Rodentia	Dinomyidae	NA	Eumegamys	paranensis	Eumegamys	NA	NA	NA	Eumegamys	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84940	Rodentia	Dinomyidae	NA	Gyriabrus	indet.	Gyriabrus	NA	NA	NA	Gyriabrus	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84941	Rodentia	Dinomyidae	Potamarchinae	Potamarchus	murinus	Potamarchus	NA	NA	NA	Potamarchus	3	2	4.8	12.8	8	0.01281384	0.0100588644	0.11319823320176	0	0	-9.1	-10.4	-72.7	-73.5	1.6
84943	Rodentia	Dinomyidae	NA	Simplimus	indet.	Simplimus	NA	NA	NA	Simplimus	2	2	6.75	14.75	8	0.65609325	0.51503320125	0.809995833322616	0	0	-9.1	-44.6	-71.2	-72.7	3.375
84944	Rodentia	Dinomyidae	NA	Telicomys	amazonensis	Telicomys	NA	NA	NA	Telicomys	3	2	4.1	8	3.9	5.56280829	4.36680450765	2.35856063945789	0.822981195000001	0.667998054414144	-9.1	-39	-57.6	-72.7	2.45
84945	Rodentia	Neoepiblemidae	NA	Neoepiblema	ambrosettianus	Neoepiblema	NA	NA	NA	Neoepiblema	4	3	9.53	12.8	3.27	0.88230681	0.69261084585	0.939311881112977	0.0805177349999996	0.0797849675533263	11.3	-10.4	-70.2	-73.5	4.765
84947	Rodentia	Neoepiblemidae	NA	Phoberomys	bordasi	Phoberomys	NA	NA	NA	Phoberomys	3	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84950	Chiroptera	Noctilionidae	NA	Noctilio	lacrimaelunaris	Noctilio	NA	NA	NA	Noctilio	2	2	4.5	12.5	8	0.36667296	0.2878382736	0.605535267346172	0	0	3.3	-9.1	-72.7	-75.1	2.25
84951	Litopterna	Macraucheniidae	NA	Cullinia	indet.	Cullinia	NA	NA	NA	Cullinia	2	2	1.25	9.25	8	3.52565415	2.76763850775	1.87767253534795	0	0	-9.1	-38.6	-63	-72.7	0.625
84952	Notoungulata	Toxodontidae	NA	Gyrinodon	quassus	Gyrinodon	NA	NA	NA	Gyrinodon	1	1	0	8	8	0	0	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84954	Notoungulata	Toxodontidae	NA	Trigodon	lopes	Trigodon	NA	NA	NA	Trigodon	4	2	2.5	8	5.5	4.0523769	3.1811158665	2.01305163868193	0.00948717000000153	0.126053122576733	-9.1	-39	-61.7	-72.7	0.833333333333333
20243	Perissodactyla	Rhinocerotidae		Lartetotherium	sansaniense	Lartetotherium	687017	bra	L2212	Lartetotherium	48	11	7.05	16.8	9.75	33.6437226	26.410322241	5.80032090491552	17.870193585	16.4221505098784	48.7	26.5	114	-9	4.67
20301	Artiodactyla	Suidae	Listriodontinae	Bunolistriodon	lockharti	Bunolistriodon	144032	bra	R2200	Bunolistriodon	113	14	8.03	20.05	12.02	76.44736944	60.0111850104	8.74341863575112	40.12900416	36.0454965624258	49.2	-0.2	116.5	-9.1	3.66166666666667
21275	Artiodactyla	Tragulidae		Dorcatherium	indet.	Dorcatherium	NA	bra	S2200	Dorcatherium	317	27	15.54	21.74	6.2	119.8402065	94.0745621025	10.9471551784014	63.10964052	66.4236043356023	50.9	-28.5	118.3	-4.2	8.158
21699	Perissodactyla	Rhinocerotidae	Teleoceratini	Brachypotherium	indet.	Brachypotherium	NA	bra	L2212	Brachypotherium	138	25	20.44	21.4	0.96	80.26934364	63.0114347574	8.95931602523318	52.643382255	46.1107878336111	50.9	-3.3	118.7	-1.5	13.7575
21709	Artiodactyla	Bovidae		Hypsodontus	indet.	Hypsodontus	NA	hyp	L2220	Hypsodontus	16	10	7.39	19.24	11.85	67.68368856	53.1316955196	8.22700969733232	34.361728875	31.9513609629044	48.5	-0.2	109.3	-3.5	2.575
21781	Artiodactyla	Suidae	Cainochoerinae	Kenyasus	indet.	Kenyasus	NA	bra	R2200	Kenyasus	31	4	6.37	19.1	12.73	21.90476664	17.1952418124	4.68025283932396	0.944096625	0.926873768943315	26.5	-30.3	48.6	17.3	4.07
21782	Artiodactyla	Giraffidae		Canthumeryx	indet.	Canthumeryx	NA	bra	L2220	Canthumeryx	21	3	6.37	19.1	12.73	4.80297222	3.7703331927	2.19156843835642	0.213276509999999	0.193916276440359	26.5	-0.2	48.6	34	3.705
86108	Primates	Afropithecidae	Afropithecinae	Heliopithecus	leakeyi	Heliopithecus	NA	NA	NA	Heliopithecus	1	1	0	16.8	16.8	0	0	0	0	0	26.5	26.5	48.6	48.6	0
20605	Rodentia	Gliridae		Miodyromys	hamadryas	Miodyromys	NA	NA	NA	Miodyromys	234	16	13.08	23.13	10.05	18.74615508	14.7157317378	4.32968302303991	10.85344569	6.42440563327594	51.1	38.7	113.5	-9.2	7.36428571428571
23722	Rodentia	Gliridae		Pseudodryomys	ibericus	Pseudodryomys	NA	NA	NA	Pseudodryomys	199	6	11.54	23.56	12.02	3.7850112	2.971233792	1.94551052425835	1.44254268	0.965683254030351	49	37	16.4	-9.2	4.674
22274	Lagomorpha	Ochotonidae		Ochotona	pusilla	Ochotona	200	hys	NA	Ochotona	250	22	15.29	15.3	0.01	89.69577111	70.41118032135	9.47078513693559	50.916470895	6.41945632178212	57.8	28.9	133.1	-118.8	3.1625
23265	Rodentia	Muridae	Arvicolinae	Microtus	gregalis	Microtus	44	NA	NA	Microtus	412	25	6.19	6.2	0.01	95.59334097	75.04077266145	9.77718471595991	65.93053347	11.0696277530679	57.8	25.7	124.3	-117.4	0.45
25168	Artiodactyla	Cervidae		Rangifer	tarandus	Rangifer	128693	bra	L2220	Rangifer	179	21	1.29	1.3	0.01	66.65969025	52.32785684625	8.16453858157336	47.48414832	14.6609233576695	74.5	42.2	160	-7.5	0.0283333333333333
25323	Rodentia	Gliridae		Glis	glis	Glis	NA	NA	NA	Glis	92	17	22.34	22.35	0.01	10.05356637	7.89204960045	3.1707359350788	6.52951395	4.6500018067517	55	37.3	44	-2.1	0.33
25555	Eulipotyphla	Soricidae	Soricinae	Sorex	araneus	Sorex	NA	NA	NA	Sorex	289	25	11.09	11.1	0.01	106.25420943	83.40955440255	10.307968249369	76.811023755	4.32229858437905	59	25.3	133	-122.9	2.33125
20936	Artiodactyla	Bovidae	Boselaphini	Tragoportax	indet.	Tragoportax	NA	mes	L2220	Tragoportax	150	23	7.51	10.55	3.04	69.96935727	54.92594545695	8.36476881150938	40.884835905	33.0109118051416	52	1.7	111.2	-1.7	4.455
24850	Artiodactyla	Suidae	Tetraconodontinae	Nyanzachoerus	indet.	Nyanzachoerus	NA	bra	R2200	Nyanzachoerus	88	10	7.84	10.3	2.46	40.76427492	31.9999558122	6.3846906675265	22.18408371	22.1262362658844	36.3	-11.1	53	-16.8	2.428
27840	Perissodactyla	Equidae		Eurygnathohippus	feibeli	Eurygnathohippus	146131	hyp	NA	Eurygnathohippus	106	12	6.11	6.99	0.88	42.92599437	33.69690558045	6.55179321789081	22.400009235	21.577065496241	37.1	-33	43	-6.7	2.0325
29092	Artiodactyla	Bovidae	Reduncini	Kobus	porrecticornis	Kobus	NA	hyp	L2220	Kobus	186	15	6.99	6.99	0	45.4312233	35.6635102905	6.74026878544172	25.248378015	24.2397847137993	38.2	-34.1	43	-8	2.225
30397	Carnivora	Viverridae		Genetta	indet.	Genetta	NA	NA	NA	Genetta	25	6	14.89	14.89	0	47.52554688	37.3075543008	6.89387749238409	24.846097365	25.8693796871864	33.6	-33.6	40.6	-16.8	2.355
33076	Proboscidea	Elephantidae		Primelephas	korotorensis	Primelephas	4136000	bra	LMM0M	Primelephas	19	5	10.93	14.89	3.96	5.96804598	4.6849160943	2.44295844827537	2.60983422	2.592793738655	16.8	-3.9	40.5	17.1	0.97
33210	Rodentia	Hystricidae		Xenohystrix	indet.	Xenohystrix	NA	NA	NA	Xenohystrix	11	4	2.96	6.08	3.12	4.78843344	3.7589202504	2.18824894379045	0.55838772	0.57940588516592	10.5	-24.2	40.4	29.2	1.06
33881	Carnivora	Mustelidae	Ischyrictini	Plesiogulo	botori	Plesiogulo	NA	NA	NA	Plesiogulo	54	16	10.23	13.52	3.29	328.32113688	257.7320924508	18.1196340161715	183.51575055	147.282189360963	80.2	-33	113.1	-122.3	1.39
20572	Rodentia	Muridae	Cricetinae	Cricetulus	indet.	Cricetulus	50	bra	NA	Cricetulus	121	18	10.04	10.05	0.01	39.48732648	30.9975512868	6.28389421298608	27.594666045	15.7401082553579	53.9	30.3	133.1	-2.7	0.64
21567	Perissodactyla	Rhinocerotidae		Sinotherium	indet.	Sinotherium	NA	hyp	L2212	Sinotherium	10	4	8.35	10.55	2.2	7.047612	5.53237542	2.65473388496851	4.08046878	2.44566964252127	52	39	111.2	67.2	3.3825
22710	Artiodactyla	Camelidae	Camelinae	Gigantocamelus	longipes	Gigantocamelus	NA	hyp	L2220	Gigantocamelus	23	2	2.01	3.77	1.76	34.06337586	26.7397500501	5.83638379992269	18.079280955	14.7034134999634	43.6	29.9	80.3	-121.5	0.6075
22715	Proboscidea	Gomphotheriidae		Anancus	kazachstanensis	Anancus	NA	bra	RMM00	Anancus	155	33	11.06	12.02	0.96	127.0455273	99.7307389305	11.2714474358886	69.491240865	62.8814079337638	52.5	-33	113	-7.6	2.316
22724	Rodentia	Muridae	Arvicolinae	Promimomys	baschkirica	Promimomys	NA	NA	NA	Promimomys	48	13	4.26	6.39	2.13	66.237696	51.99659136	8.13865443424157	35.78597487	13.86780177757	55	32.6	117	-123	2.93
22815	Rodentia	Muridae	Murinae	Orientalomys	adirganus	Orientalomys	NA	bra	NA	Orientalomys	28	7	4.34	6.2	1.86	16.77947706	13.1718894921	4.09627599900202	11.736799785	10.4051038790182	50.5	35.6	114.7	23.3	1.11166666666667
22816	Rodentia	Muridae	Gerbillinae	Meriones	meridianus	Meriones	NA	hyp	NA	Meriones	29	11	5.11	5.15	0.04	35.95575825	28.22527022625	5.99631205408791	23.760617265	4.9975059492171	53.6	31.1	121.7	-8	0.488333333333333
22863	Rodentia	Muridae	Arvicolinae	Villanyia	petenyii	Villanyia	NA	hyp	NA	Villanyia	30	7	2.33	3.29	0.96	20.63262339	16.19660936115	4.54231476122032	13.186611855	0.132354640844425	54.5	39.4	121.7	10.8	1.31833333333333
20008	Carnivora	Felidae		Styriofelis	lorteti	Styriofelis	15000	NA	NA	Styriofelis	88	13	12.06	20.6	8.54	36.37467225	28.55411771625	6.03114186949702	19.317418245	13.377356330407	50.7	26.6	118.2	-4.3	6.315
20073	Carnivora	Felidae		Pseudaelurus	romieviensis	Pseudaelurus	31683	NA	NA	Pseudaelurus	64	13	11.9	18.35	6.45	34.48746468	27.0726597738	5.87260288798757	20.97798102	8.84193083216758	50.7	25.3	106	-4.2	4.6625
20498	Creodonta	Hyaenodontidae		Hyainailouros	sulzeri	Hyainailouros	430000	NA	NA	Hyainailouros	30	6	8.03	20.05	12.02	67.43874708	52.9394164578	8.21210978251022	34.09701219	32.9561371842516	48.7	-28.5	69.2	-1.7	3.755
23820	Lagomorpha	Ochotonidae		Lagopsis	penai	Lagopsis	NA	NA	NA	Lagopsis	239	8	11.75	21.15	9.4	5.71398696	4.4854797636	2.39039472890985	2.6440866	1.84277777634474	51.1	38.7	28.2	-9.2	6.43333333333333
24507	Carnivora	Mustelidae		Trochictis	carbonaria	Trochictis	17672	NA	NA	Trochictis	21	5	8.6	18.35	9.75	3.34441224	2.6253636084	1.82877342500376	2.38571523	1.56527475165792	48.7	40	28.3	-2.9	2.5725
24512	Carnivora	Viverridae		Semigenetta	repelini	Semigenetta	5000	NA	NA	Semigenetta	49	9	11.2	20.6	9.4	48.85917192	38.3544499572	6.98993361341866	21.4594857	16.8784220633348	50.5	17.7	118.2	-2.7	8.7375
24572	Rodentia	Castoridae		Steneofiber	depereti	Steneofiber	NA	NA	NA	Steneofiber	155	15	19.93	24.21	4.28	20.15888094	15.8247215379	4.48986424516377	11.46185667	9.50155117415337	50.9	37.5	113	-9.1	9.8675
24623	Perissodactyla	Rhinocerotidae		Prosantorhinus	douvillei	Prosantorhinus	NA	mes	L2212	Prosantorhinus	44	4	6.33	18.35	12.02	2.52272475	1.98033892875	1.58830877035921	1.045744875	0.703215614709357	51.1	39.4	13.7	-3.8	4.4175
20348	Eulipotyphla	Erinaceidae	Galericinae	Lantanotherium	sansaniense	Lantanotherium	NA	NA	NA	Lantanotherium	97	15	11	18.35	7.35	74.91168	58.8056688	8.65515337819036	49.20071004	20.2361339139073	50.9	25.3	118.2	-119.3	5.60333333333333
20425	Eulipotyphla	Talpidae		Scaptonyx	edwardsi	Scaptonyx	14	NA	NA	Scaptonyx	20	8	15.5	16.8	1.3	25.71294132	20.1846589362	5.0707929675742	4.58427447000001	0.183565441910442	50.5	30.7	110.1	4.7	2.11
20565	Rodentia	Muridae	Cricetodontinae	Cricetodon	indet.	Cricetodon	NA	NA	NA	Cricetodon	196	19	18.63	23.03	4.4	28.88239536	22.6726803576	5.37423439756771	23.572845225	4.17416422967905	49.9	31.5	118.3	-9.1	9.082
20600	Rodentia	Gliridae		Prodryomys	satus	Prodryomys	44	NA	NA	Prodryomys	66	6	12.35	20.6	8.25	12.67633764	9.9509250474	3.56038447923816	7.177660155	0.776323436519953	49	40.1	113.5	-2.1	10.3125
24041	Rodentia	Gliridae		Glirulus	diremptus	Glirulus	NA	NA	NA	Glirulus	102	17	19.64	20.6	0.96	8.34045453	6.54725680605	2.88798451000001	5.63254515	3.77126825433828	51.4	37.5	40	-8.7	10.1025
34321	Rodentia	Gliridae	NA	Seorsumuscardinus	bolligeri	Seorsumuscardinus	NA	NA	NA	Seorsumuscardinus	5	4	1.5	16.8	15.3	1.5339645	1.2041621325	1.23853320504539	0.287140905	0.173571174213772	48.6	41.1	25.4	8.8	1.125
22706	Artiodactyla	Bovidae		Ovis	ammon	Ovis	38000	hyp	L2220	Ovis	133	20	3.28	3.29	0.01	76.05494559	59.70313228815	8.7209486634196	49.175636805	37.0497509970798	57.1	11	133.1	-0.8	0.4825
25032	Proboscidea	Elephantidae		Mammuthus	primigenius	Mammuthus	4357667	hyp	LMM0M	Mammuthus	476	46	11.85	11.85	0	381.93190245	299.81654342325	19.5430781211661	180.49082184	101.940194160678	75.5	-33	179.7	-106	1.50714285714286
25062	Artiodactyla	Bovidae		Bison	priscus	Bison	1001594	hyp	L2220	Bison	398	34	3.03	3.04	0.01	149.03185896	116.9900092836	12.2078605398325	87.29440821	13.6688536627019	75.5	25.6	160	-82.4	0.425
25063	Artiodactyla	Bovidae		Saiga	tatarica	Saiga	43000	hyp	L2220	Saiga	37	6	0.95	0.96	0.01	31.46697153	24.70157265105	5.60954289849004	16.86597048	11.4149330047893	63.7	39.4	125	19.9	0.0325
25243	Carnivora	Mustelidae		Gulo	gulo	Gulo	17013	NA	NA	Gulo	57	12	4.99	5	0.01	48.42448704	38.0132223264	6.95877051209479	29.61007362	5.72997528560551	70.4	42.8	143.9	1.5	0.00333333333333333
26205	Rodentia	Muridae	Murinae	Paraethomys	debruijni	Paraethomys	NA	NA	NA	Paraethomys	113	9	6.9	7.35	0.45	94.6979739	74.3379095115	9.73128839876817	50.081107095	44.7847558208928	48	-27.5	94	-7.8	3.72166666666667
24822	Perissodactyla	Equidae	Equinae	Hipparion	indet.	Hipparion	NA	hyp	L2320	Hipparion	609	43	14.74	15.38	0.64	254.51834688	199.7969023008	15.9536311503056	156.44355651	153.331797802988	54.5	-30.3	121.7	-121.9	8.05333333333333
20670	Rodentia	Muridae	Murinae	Apodemus	indet.	Apodemus	50	bra	NA	Apodemus	458	28	8.74	8.75	0.01	61.67104056	48.4117668396	7.85309114680328	43.54068906	20.9385989589631	57.8	22.2	133.1	-7.5	0.515
26206	Rodentia	Muridae	Myocricetodontinae	Myocricetodon	jaegeri	Myocricetodon	NA	NA	NA	Myocricetodon	71	10	14.09	19.24	5.15	33.47270712	26.2760750892	5.78556022525045	18.985490505	19.8333648790654	47.3	24.1	109.3	-7.8	1.702
20751	Rodentia	Muridae	Murinae	Progonomys	cathalai	Progonomys	21	NA	NA	Progonomys	154	16	5.82	12.02	6.2	35.81197218	28.1123981613	5.98431050163676	23.11210143	19.0308710923102	48.3	23.2	109.2	-6.6	3.41
20805	Rodentia	Sciuridae		Atlantoxerus	indet.	Atlantoxerus	NA	NA	NA	Atlantoxerus	122	11	17.12	21.4	4.28	43.6988907	34.3036291995	6.61051364872655	30.023135145	17.5707149219548	46.7	17.7	114.5	-7.8	6.72333333333333
26210	Rodentia	Ctenodactylidae		Irhoudia	indet.	Irhoudia	NA	NA	NA	Irhoudia	6	3	8.55	10.55	2	1.65618882	1.3001082237	1.28692999809624	0.777824730000003	0.606871606030693	34.7	30	20.8	-7.8	5.27
26244	Rodentia	Muridae	Myocricetodontinae	Zramys	haichai	Zramys	NA	NA	NA	Zramys	13	2	6.53	12.73	6.2	0.80394525	0.63109702125	0.896629940387895	0.275928795	0.213530114133774	35.5	31	7.5	-7	4.126
20740	Rodentia	Muridae	Murinae	Occitanomys	adroveri	Occitanomys	NA	NA	NA	Occitanomys	222	8	6.38	9.4	3.02	25.63088346	20.1202435161	5.0626952762338	19.588357035	6.77641060617158	49.2	31	107.7	-6.6	3.19285714285714
20734	Rodentia	Muridae	Spalacinae	Pliospalax	indet.	Pliospalax	NA	NA	NA	Pliospalax	38	7	15.6	16.8	1.2	2.85908805	2.24438411925	1.69088380736229	1.98885582	1.49591157988977	48.2	36.3	37.4	17.9	3.7775
21542	Artiodactyla	Bovidae		Oioceros	indet.	Oioceros	60000	mes	L2220	Oioceros	57	10	14	18.35	4.35	32.27584518	25.3365384663	5.68118343129317	19.205543565	15.9027291320556	49	26.3	114	-1.4	8.255
20169	Carnivora	Felidae	Machairodontinae	Dinofelis	indet.	Dinofelis	NA	NA	NA	Dinofelis	71	14	6.39	7.35	0.96	203.740056	159.93594396	14.2737540962425	101.801215215	114.160539254956	46.5	-33	112.9	-95.1	3.4925
21654	Carnivora	Felidae	Machairodontinae	Machairodus	indet.	Machairodus	NA	NA	NA	Machairodus	99	26	12.28	12.73	0.45	254.61161685	199.87011922725	15.9565540405816	146.10870171	149.310711981636	53.5	-33	115.9	-123	3.258
23569	Perissodactyla	Rhinocerotidae	Dicerotini	Diceros	indet.	Diceros	NA	bra	L2212	Diceros	87	12	15.3	15.3	0	32.94549153	25.86221085105	5.73981633242737	20.72811114	19.567522843671	41.3	-33.6	45.7	10	6.952
33949	Artiodactyla	Bovidae	Tragelaphini	Tragelaphus	moroitu	Tragelaphus	NA	bra	L2220	Tragelaphus	203	12	6.45	6.45	0	100.53467802	78.9197222457	10.0266982611426	50.695185735	55.343416693756	36.2	-33.6	108.9	-8	0.69
33953	Artiodactyla	Hippopotamidae		Hippopotamus	dulu	Hippopotamus	NA	NA	R2200	Hippopotamus	251	33	6.59	6.59	0	120.76243335	94.79851017975	10.9891962103695	70.82492751	68.1828041913795	54.6	-34.1	102.5	-8	0.588
27928	Artiodactyla	Giraffidae	Sivatheriinae	Sivatherium	maurusium	Sivatherium	2648827	NA	L2220	Sivatherium	92	14	9.24	10.1	0.86	77.1565662	60.567904467	8.7838810442765	43.00546482	42.1194620736398	40.4	-33.1	77.4	-7.8	2.7975
35223	Proboscidea	Elephantidae	NA	Palaeoloxodon	cypriotes	Palaeoloxodon	NA	hyp	LMM0M	Palaeoloxodon	158	37	3.95	3.96	0.01	131.83778025	103.49265749625	11.4820634142997	99.29173554	94.830601545137	55.5	-27	121.7	-8	0.4875
35224	Artiodactyla	Hippopotamidae	NA	Phanourios	minutus	Phanourios	NA	mes	R2200	Phanourios	1	1	0	0.96	0.96	0	0	0	0	0	35.2	35.2	33.6	33.6	0
28718	Artiodactyla	Anthracotheriidae	Bothriodontinae	Libycosaurus	petrocchii	Libycosaurus	NA	bra	S2200	Libycosaurus	5	4	9.61	15.81	6.2	11.12610942	8.7339958947	3.33558232097486	3.661246755	3.50534857318154	34.4	1.8	36.5	8.8	8.07
20303	Artiodactyla	Suidae	Hyotheriinae	Aureliachoerus	aurelianensis	Aureliachoerus	19000	bra	R2200	Aureliachoerus	63	8	5.6	20.6	15	4.08404187	3.20597286795	2.02090125191708	1.76251905	1.2196369940462	51.1	38.4	17	-9.1	2.3
20860	Artiodactyla	Palaeomerycidae		Palaeomeryx	indet.	Palaeomeryx	NA	bra	L2220	Palaeomeryx	113	16	8.3	18.35	10.05	90.74933982	71.2382317587	9.5262447911021	54.38834388	39.0458339540077	53.2	1	137.1	-4	6.19
