"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"sp_area_chull"	"sp_area_geosphere"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
80283	Carnivora	Procyonidae	Procyoninae	Edaphocyon	lautus	Edaphocyon	NA			Edaphocyon	2	1	2.54	17.92	15.38	1.02868029	0.80751402765	1.0142387736623	0	0	42.8	30.7	-95.1	-102	1.27
80326	Carnivora	Mustelidae	Leptarctinae	Craterogale	simus	Craterogale	NA			Craterogale	1	1	0	17.92	17.92	0	0	0	0	0	42.8	42.8	-102	-102	0
80977	Artiodactyla	Anthracotheriidae	Bothriodontinae	Arretotherium	fricki	Arretotherium	213860	bra	L3220	Arretotherium	4	2	10.96	28.88	17.92	1.5191793	1.1925557505	1.23254991785323	0.336424904999999	0.268711806545739	54.5	40.8	-96.7	-105.7	5.48
81144	Artiodactyla	Merycoidodontidae	Ustatochoerinae	Mediochoerus	johnsoni	Mediochoerus	NA	mes	L2220	Mediochoerus	4	1	4.24	17.92	13.68	1.4600385	1.1461302225	1.20832052866779	0.0643156200000003	0.0413445429094213	42.8	34.9	-102	-117	3.18
81355	Artiodactyla	Leptomerycidae		Leptomeryx	indet.	Leptomeryx	NA	bra	L2220	Leptomeryx	71	3	23.38	41.3	17.92	6.50363985	5.10535728225	2.5502234902063	3.395236365	2.59158331381994	54.5	29	-96.7	-117.4	17.4885
82481	Rodentia	Mylagaulidae	Mylagaulinae	Ceratogaulus	rhinocerus	Ceratogaulus	NA	hyp	NA	Ceratogaulus	5	1	6.82	17.92	11.1	0.15721596	0.1234145286	0.396504678408717	0.0657941399999997	0.0484910337130438	42.8	40.6	-97.6	-103.4	3.428
82518	Rodentia	Florentiamyidae	NA	Florentiamys	indet.	Florentiamys	NA	bra	NA	Florentiamys	7	1	15.08	33	17.92	0.7503489	0.5890238865	0.866226817871624	0.390698910000001	0.286545078601146	45.6	42.7	-102	-123	9.82
82598	Rodentia	Heteromyidae	Perognathinae	Stratimus	strobelli	Stratimus	NA	mes	NA	Stratimus	2	1	0	17.92	17.92	0.03043287	0.02388980295	0.174450193465069	0	0	42.8	40.9	-102	-103.3	0
82661	Rodentia	Geomyidae	Entoptychinae	Ziamys	hugeni	Ziamys	NA	bra	NA	Ziamys	2	1	0.88	18.8	17.92	0.43172784	0.3389063544	0.657059997260524	0	0	42.8	35.5	-102	-106.8	0.439999999999998
83054	Lagomorpha	Ochotonidae	NA	Oreolagus	nebrascensis	Oreolagus	NA	hys	NA	Oreolagus	12	2	4.24	17.92	13.68	4.0499127	3.1791814695	2.01243948977354	2.06389071	1.53864804844377	54.5	35.5	-102	-119.3	3.29
83698	Eulipotyphla	Talpidae	Uropsilinae	Mystipterus	martini	Mystipterus	NA	bra	NA	Mystipterus	14	2	19.3	28.88	9.58	4.72325535	3.70775544975	2.17330516725102	2.741237685	2.03850572784797	54.5	35.8	-97.6	-118.1	3.82
84193	Rodentia	Castoridae	Agnotocastorinae	Oligotheriomys	sp.	Oligotheriomys	NA	mes	NA	Oligotheriomys	3	1	15.08	33	17.92	0.1416915	0.1112278275	0.376419314063452	0.0197135999999998	0.0152977331552542	46.8	41.8	-100.8	-103.1	7.54
84199	Rodentia	Castoridae	Castorinae	Hystricops	venustus	Hystricops	NA	mes	NA	Hystricops	11	2	10.69	17.92	7.23	16.55314029	12.99421512765	4.06855506168959	8.25094246499999	0.894564951547901	44.9	39.2	112.7	-123	8.58
84284	Eulipotyphla	Proscalopidae	NA	Mesoscalops	scopelotemos	Mesoscalops	NA	hyp	NA	Mesoscalops	9	2	15.2	28.88	13.68	1.87673472	1.4732367552	1.36993967750409	0.956848859999999	0.682730771712289	54.5	40.9	-101.9	-113.1	3.29
82589	Rodentia	Heteromyidae	Mioheteromyinae	Balantiomys	nebraskensis	Balantiomys	NA	mes	NA	Balantiomys	7	2	4.24	17.92	13.68	3.60795843	2.83224736755	1.89946266875661	1.80453366	1.31023644055838	54.5	41.6	-96.8	-119.5	0.425000000000001
81256	Artiodactyla	Camelidae	Miolabinae	Homocamelus	indet.	Homocamelus	NA	mes	L2220	Homocamelus	11	1	5.58	17.92	12.34	1.80194625	1.41452780625	1.34236591509171	0.954199845000002	0.772528520532176	42.7	30.2	-95.1	-106.8	3.25
81807	Perissodactyla	Rhinocerotidae	Aceratheriinae	Galushaceras	levellorum	Galushaceras	1059477	bra	L2212	Galushaceras	1	1	0	16.66	16.66	0	0	0	0	0	42.4	42.4	-103	-103	0
82480	Rodentia	Mylagaulidae	Mylagaulinae	Mylagaulus	indet.	Mylagaulus	NA	hyp	NA	Mylagaulus	23	1	12.51	17.92	5.41	7.69865364	6.0434431074	2.77464477726429	3.65958342	2.92467545379605	44.5	28.1	-81.6	-119.7	5.09
80451	Carnivora	Amphicyonidae	Amphicyoninae	Pliocyon	indet.	Pliocyon	NA			Pliocyon	8	1	2.98	16.66	13.68	7.11759528	5.5873122948	2.66788217131117	3.03552477	2.27326925883538	44.8	28.2	-81.8	-116.6	0.850000000000001
81394	Artiodactyla	Dromomerycidae	Dromomerycinae	Subdromomeryx	antilopinus	Subdromomeryx	NA	mes	L2220	Subdromomeryx	7	1	1.28	16.66	15.38	4.81923594	3.7831002129	2.19527582321675	1.619287425	1.12564508390762	46.6	30.7	-95.1	-119.7	0.639999999999999
82546	Rodentia	Geomyoidea	NA	Phelosaccomys	indet.	Phelosaccomys	NA	hys	NA	Phelosaccomys	13	1	11.25	16.66	5.41	1.95090714	1.5314621049	1.3967487748339	1.00958274	0.798416267213155	42.8	35	-97.6	-117.9	6.46166666666667
83843	Eulipotyphla	Soricidae	Soricinae	Adeloblarina	indet.	Adeloblarina	NA	bra	NA	Adeloblarina	2	1	2.98	16.66	13.68	0.07047612	0.0553237542	0.265473388496851	0	0	43.5	42.2	-99.3	-103.7	1.49
80370	Carnivora	Mustelidae		Dinogale	siouxensis	Dinogale	2238			Dinogale	1	1	0	16.66	16.66	0	0	0	0	0	42.2	42.2	-103.8	-103.8	0
81199	Artiodactyla	Protoceratidae	Synthetoceratinae	Lambdoceras	hessei	Lambdoceras	70000	mes	L2220	Lambdoceras	8	1	4.24	17.92	13.68	1.23012864	0.9656509824	1.10911164451556	0.511013475000001	0.379217321341537	43.1	30.3	-96	-103.8	1.805
81429	Artiodactyla	Antilocapridae	Merycodontinae	Merriamoceros	indet.	Merriamoceros	NA	mes	L2220	Merriamoceros	6	1	1.28	16.66	15.38	2.16221229	1.69733664765	1.47044628939652	1.071249345	0.796009671272173	46	35.1	-103.7	-119.8	0
81438	Artiodactyla	Antilocapridae	Merycodontinae	Submeryceros	minor	Submeryceros	7700	mes	L2220	Submeryceros	12	2	5.56	16.66	11.1	1.98146322	1.5554486277	1.40764456451194	0.977979375000001	0.726333542163327	54.5	35.8	-97.6	-106.2	3.07666666666667
82457	Rodentia	Mylagaulidae	Mesogaulinae	Galbreathia	novellus	Galbreathia	NA	hyp	NA	Galbreathia	4	1	13.5	28.88	15.38	0.38379915	0.30128233275	0.619515254049487	0.153704475	0.11599301857422	45.7	42.2	-102.4	-111.3	3.695
82464	Rodentia	Mylagaulidae	Mylagaulinae	Alphagaulus	vetus	Alphagaulus	NA	hyp	NA	Alphagaulus	11	1	4.24	17.92	13.68	2.1956022	1.723547727	1.48175645772171	1.132731135	0.839773934069979	46.6	35.6	-102.8	-119	2.335
82473	Rodentia	Mylagaulidae	Mylagaulinae	Pterogaulus	laevis	Pterogaulus	NA	hyp	NA	Pterogaulus	9	2	9.43	16.66	7.23	4.47104448	3.5097699168	2.11448444780282	2.26447659	1.67904238075968	54.5	35.6	-99.8	-119	6.23
83325	Rodentia	Sciuridae	Sciurinae	Paenemarmota	sawrockensis	Paenemarmota	NA	mes	NA	Paenemarmota	19	2	6.12	8.33	2.21	8.9056188	6.990910758	2.98422834246979	4.35966264	3.5438826695173	47	21	-95.1	-122.9	1.17
81389	Artiodactyla	Dromomerycidae	Dromomerycinae	Drepanomeryx	falciformis	Drepanomeryx	179000	bra	L2220	Drepanomeryx	3	1	0	15.38	15.38	1.2715272	0.998148852	1.12762014880899	0.0902513250000013	0.0691081223095706	42.7	30.7	-95.1	-103.7	0
82046	Carnivora	Canidae	Borophaginae	Psalidocyon	marianae	Psalidocyon	6278			Psalidocyon	2	1	0	15.38	15.38	0.17569746	0.1379225061	0.419162808464682	0	0	42.2	36	-103.7	-106	0
82580	Rodentia	Heteromyidae	Mioheteromyinae	Peridiomys	rusticus	Peridiomys	NA	mes	NA	Peridiomys	12	1	2.98	16.66	13.68	2.5467507	1.9991992995	1.59585422266572	1.392581025	1.03408461844288	45.7	35.1	-100	-119.5	1.275
84245	Rodentia	Castoridae	Castoroidinae	Microdipoides	stirtoni	Microdipoides	NA	hyp	NA	Microdipoides	6	1	4.28	15.38	11.1	0.7207785	0.5658111225	0.848986749013199	0.411952635	0.316766767785665	43.1	35.6	-98.2	-106	0.645
80286	Carnivora	Procyonidae	Procyoninae	Arctonasua	minima	Arctonasua	4973			Arctonasua	10	1	9.97	15.38	5.41	3.918078	3.07569123	1.9794135495141	1.450612935	1.22338341246633	43.1	28.1	-81.6	-102.8	4.825
82471	Rodentia	Mylagaulidae	Mylagaulinae	Umbogaulus	galushai	Umbogaulus	NA	hyp	NA	Umbogaulus	10	1	9.49	15.38	5.89	2.47849236	1.9456165026	1.57432282585244	1.635058305	1.27989988910982	42.8	33.4	-97.6	-119	6.2675
82494	Rodentia	Jimomyidae	NA	Jimomys	labaughi	Jimomys	NA	mes	NA	Jimomys	4	1	15.2	28.88	13.68	8.56950192	6.7270590072	2.92737116198134	2.45877876	1.89771642930831	44.9	28.1	-81.6	-123	9.09
80240	Carnivora	Canidae	Borophaginae	Carpocyon	robustus	Carpocyon	NA			Carpocyon	24	1	9.97	15.38	5.41	6.66405927	5.23128652695	2.58148392789884	3.099039525	2.27357399006544	43.1	28.2	-81.8	-118.1	2.1525
34717	Eulipotyphla	Erinaceidae	Erinaceinae	Untermannerix	copiosus	Untermannerix	NA	bra	NA	Untermannerix	8	2	4.28	15.38	11.1	2.00265534	1.5720844419	1.41515205543433	1.16593623	0.88631368491631	54.5	35.6	-97.6	-106.2	1.935
80225	Carnivora	Canidae	Borophaginae	Cynarctus	saxatilis	Cynarctus	7864			Cynarctus	14	1	5.8	15.38	9.58	6.08423301	4.77612291285	2.466623807961	3.351003975	2.5896293863927	46.3	35	-76.5	-120.2	2.9
81651	Perissodactyla	Equidae	Equinae	Protohippus	perditus	Protohippus	181102	hyp	L2323	Protohippus	27	1	8.15	15.38	7.23	4.509486	3.53994651	2.1235550381377	2.48169582	2.08478094483035	43.1	28.1	-81.6	-106	3.08666666666667
82424	Rodentia	Aplodontiidae	Allomyinae	Allomys	stirtoni	Allomys	NA	bra	NA	Allomys	8	2	17.24	30.92	13.68	3.66155478	2.8743205023	1.91351895208801	1.757036205	1.22193850709682	54.5	42.8	-97.6	-123	5.84666666666667
82555	Rodentia	Geomyoidea	NA	Lignimus	montis	Lignimus	NA	hyp	NA	Lignimus	7	2	3.04	15.38	12.34	2.02335462	1.5883333767	1.42244670198922	1.06736823	0.757289503178	54.5	42.6	-99.3	-113.1	1.43
82725	Rodentia	Dipodidae	Sicistinae	Macrognathomys	indet.	Macrognathomys	NA	bra	NA	Macrognathomys	8	1	6.45	13.68	7.23	1.92971502	1.5148262907	1.38914182861218	1.47950568	1.14307684183182	43.8	35.6	-99.3	-118.4	3.1675
83156	Rodentia	Muridae	Copemyinae	Tregomys	shotwelli	Tregomys	NA	bra	NA	Tregomys	7	1	4.1	13.68	9.58	0.45649305	0.35834704425	0.675642694032874	0.229478624999999	0.16955696784521	42.8	38.9	-97.6	-107.1	2.695
83811	Eulipotyphla	Heterosoricidae		Pseudotrimylus	indet.	Pseudotrimylus	NA	bra	NA	Pseudotrimylus	12	2	19.32	33	13.68	3.85930683	3.02955586155	1.96451185539818	2.007029295	1.4773689202962	54.5	38.6	-100	-119.7	1.17
83831	Eulipotyphla	Soricidae	Soricinae	Alluvisorex	indet.	Alluvisorex	NA	bra	NA	Alluvisorex	9	1	8.99	15.38	6.39	2.13572214	1.6765418799	1.46141100994895	1.310892795	0.976064481416977	43.5	35.4	-96.7	-118.1	4.974
83873	Chiroptera	Vespertilionidae	NA	Antrozous	sp.	Antrozous	NA	bra	NA	Antrozous	9	1	11.47	13.68	2.21	7.2952641	5.7267823185	2.70097465741536	3.651882795	2.92079685983956	43.6	28.1	-81.6	-119.8	0.92
80337	Carnivora	Mephitidae	Mephitini	Pliogale	indet.	Pliogale	NA			Pliogale	5	1	8.27	13.68	5.41	2.19412368	1.7223870888	1.48125746580397	1.035518445	0.76886529127822	43	34.6	-97.6	-118.8	4.22
80457	Carnivora	Amphicyonidae	Amphicyoninae	Ischyrocyon	gidleyi	Ischyrocyon	500368			Ischyrocyon	10	1	5.8	15.38	9.58	2.02594203	1.59036449355	1.42335590419262	1.086527385	0.872843366530471	43.1	35	-97.6	-117.9	3.656
81237	Artiodactyla	Camelidae	Floridatragulinae	Floridatragulus	indet.	Floridatragulus	NA	bra	L2220	Floridatragulus	10	1	4.24	17.92	13.68	2.93412294	2.3032865079	1.71292817712828	1.25021187	1.11318716034805	42.8	28.1	-81.6	-97.8	2.84
81258	Artiodactyla	Camelidae	Miolabinae	Nothotylopus	indet.	Nothotylopus	NA	mes	L2220	Nothotylopus	8	1	5.56	16.66	11.1	1.51523658	1.1894607153	1.23094946281316	0.941632425	0.747649612836678	42.8	28.5	-97.6	-106.2	2.144
81374	Artiodactyla	Moschidae	Blastomerycinae	Longirostromeryx	wellsi	Longirostromeryx	NA	bra	L2220	Longirostromeryx	14	1	4.1	13.68	9.58	1.59285888	1.2503942208	1.26208513183541	1.034532765	0.814851480346714	43.1	30.3	-96	-106.1	3.068
81398	Artiodactyla	Dromomerycidae	Cranioceratidae	Procranioceras	skinneri	Procranioceras	81700	bra	L2220	Procranioceras	3	2	0	13.68	13.68	1.17764118	0.9244483263	1.0851917710709	0.163561275	0.122475385445577	54.5	42.7	-97.6	-105.7	0
81430	Artiodactyla	Antilocapridae	Merycodontinae	Meryceros	warreni	Meryceros	15700	hyp	L2220	Meryceros	22	1	5.56	16.66	11.1	1.95090714	1.5314621049	1.3967487748339	0.953090955000003	0.773204606994846	42.8	35	-97.6	-117.9	3.62
81628	Perissodactyla	Equidae	Equinae	Pseudohipparion	indet.	Pseudohipparion	NA	hyp	L2323	Pseudohipparion	29	1	9.91	13.68	3.77	5.285709	4.149281565	2.29906698467009	3.618123255	3.00379853352595	43.1	27.5	-78.6	-106.1	4.94
81750	Perissodactyla	Tapiridae		Tapiravus	polkensis	Tapiravus	NA	bra	L2202	Tapiravus	6	1	8.15	15.38	7.23	5.37257205	4.21746905925	2.31788093956527	2.654867475	2.04579243690737	42.8	27.5	-76.5	-105	4.8375
82723	Rodentia	Dipodidae	Sicistinae	Miosicista	angulus	Miosicista	NA	bra	NA	Miosicista	1	1	0	13.68	13.68	0	0	0	0	0	42.8	42.8	-97.6	-97.6	0
83725	Eulipotyphla	Talpidae	NA	Achlyoscapter	sp.	Achlyoscapter	NA	bra	NA	Achlyoscapter	5	1	13.17	15.38	2.21	3.43164492	2.6938412622	1.8524699511733	1.62945225	1.19133629299661	43.5	30.3	-96.7	-117.8	8.786
83870	Chiroptera	Vespertilionidae	NA	Potamonycteris	biperforatus	Potamonycteris	NA	bra	NA	Potamonycteris	1	1	0	13.68	13.68	0	0	0	0	0	42.8	42.8	-97.6	-97.6	0
81454	Artiodactyla	Antilocapridae	Antilocaprinae	Plioceros	floblairi	Plioceros	NA	hyp	L2220	Plioceros	12	1	6.45	13.68	7.23	3.0321981	2.3802755085	1.74132079181293	2.10528927	1.62436617075415	46.3	34.8	-96.7	-118.1	1.1
81836	Proboscidea	Gomphotheriidae		Eubelodon	morrilli	Eubelodon	NA	bra	R3300	Eubelodon	4	1	2.58	13.68	11.1	0.01170495	0.00918838575	0.10818941722738	0.00388111499999997	0.00286055169867755	42.9	42.4	-98.2	-100.1	0.955
81837	Proboscidea	Gomphotheriidae		Megabelodon	lulli	Megabelodon	NA	bra	R3300	Megabelodon	3	1	2.58	13.68	11.1	1.45929924	1.1455499034	1.20801458600466	0.617220495000001	0.508337684615781	42.6	28.5	-97.6	-106	0.955
81489	Artiodactyla	Bovidae		Neotragocerus	improvisus	Neotragocerus	NA	hyp	L2220	Neotragocerus	7	2	5.02	7.23	2.21	5.06947545	3.97953822825	2.25154956640977	2.554574535	1.96235852134479	54.5	33.4	-96.7	-116.2	2.48
81026	Artiodactyla	Tayassuidae	Tayassuinae	Platygonus	sp.	Platygonus	NA	bra	L2202	Platygonus	68	4	7.73	8.33	0.6	68.492439	53.766564615	8.27601588930326	19.122007185	17.8920813003058	47	-38	-57.6	-123	3.89571428571429
82696	Rodentia	Geomyidae	Geomyinae	Pliogeomys	russelli	Pliogeomys	NA	hyp	NA	Pliogeomys	7	1	3.46	7.23	3.77	2.0662317	1.6219918845	1.43743928567435	1.4920731	1.17016092336823	43.6	35	-96.7	-116.2	1.065
83701	Eulipotyphla	Talpidae	Gaillardiinae	Gaillardia	thompsoni	Gaillardia	NA	bra	NA	Gaillardia	3	1	7.29	13.68	6.39	2.66848218	2.0947585113	1.63354895243455	0.95573997	0.757103775293761	45.6	35.8	-96.7	-118.8	1.8225
81368	Artiodactyla	Moschidae	Blastomerycinae	Parablastomeryx	indet.	Parablastomeryx	NA	bra	L2220	Parablastomeryx	5	2	6.14	17.24	11.1	12.32789976	9.6774013116	3.51111090112517	3.72907386	2.70496213504128	54.5	28.1	-81.6	-119.5	5.53
81449	Artiodactyla	Antilocapridae	Antilocaprinae	Proantilocapra	platycornea	Proantilocapra	NA	hyp	L2220	Proantilocapra	1	1	0	11.1	11.1	0	0	0	0	0	42.4	42.4	-98.2	-98.2	0
82178	Artiodactyla	Camelidae	Camelinae	Pleiolama	mckennai	Pleiolama	NA	mes	L2220	Pleiolama	17	2	7.33	11.1	3.77	10.05295032	7.8915660012	3.17063878737393	5.50514601	4.66341279288929	42.8	21.1	-81.8	-119.4	1.88
83163	Rodentia	Muridae	Sigmodontinae	Abelmoschomys	indet.	Abelmoschomys	NA	bra	NA	Abelmoschomys	9	2	7.33	11.1	3.77	8.55397746	6.7148723061	2.92471835567119	4.78720134	3.84016978625956	45.6	28.5	-82.4	-123	3.1725
28532	Proboscidea	Gomphotheriidae		Amebelodon	indet.	Amebelodon	NA	bra	RMM00	Amebelodon	18	3	9.89	15.3	5.41	48.34661832	37.9520953812	6.95317325542806	23.43996324	16.289508381315	46.3	28.1	97.2	-118.4	2.535
81304	Artiodactyla	Camelidae	Camelinae	Alforjas	indet.	Alforjas	NA	mes	L2220	Alforjas	12	2	5.69	11.1	5.41	4.8236715	3.7865821275	2.19628584205244	2.731134465	2.22254349746298	43.1	20.6	-96.7	-114.1	2.8825
82799	Rodentia	Eomyidae	Eomyinae	Kansasimys	indet.	Kansasimys	NA	mes	NA	Kansasimys	3	1	1.94	8.33	6.39	0.35188776	0.2762318916	0.5932012811854	0.0956109599999999	0.0718529273252251	40.8	35.7	-96.7	-102.3	1.94
83126	Rodentia	Muridae	Microtoscoptinae	Paramicrotoscoptes	hibbardi	Paramicrotoscoptes	NA	hyp	NA	Paramicrotoscoptes	5	1	1.1	8.33	7.23	0.78965289	0.61987751865	0.888624155647369	0.394826445000001	0.29535691189575	43.7	40.8	-96.7	-118.8	0.879999999999999
83703	Eulipotyphla	Talpidae	Talpininae	Lemoynea	biradicularis	Lemoynea	NA	bra	NA	Lemoynea	3	1	1.1	8.33	7.23	0.01774224	0.0139276584	0.1332	0	0	40.8	40.4	-96.7	-100.3	0.733333333333333
81023	Artiodactyla	Tayassuidae	Tayassuinae	Catagonus	indet.	Catagonus	NA	bra	R2M00	Catagonus	6	3	6.63	7.23	0.6	33.17614065	26.04327041025	5.75987331891944	9.9356544	9.15076847197549	40.4	-21.5	-64.7	-108.2	2.45
20371	Eulipotyphla	Soricidae	Soricinae	Paracryptotis	indet.	Paracryptotis	NA	bra	NA	Paracryptotis	5	1	4.56	8.33	3.77	2.685978	2.10849273	1.63889535968591	1.36615248	1.00791649915008	43.6	32.7	-97.7	-117.7	1.55
82483	Rodentia	Mylagaulidae	Mylagaulinae	Epigaulus	hatcheri	Epigaulus	NA	hyp	NA	Epigaulus	3	1	2.92	8.33	5.41	0.13972014	0.1096803099	0.373791572938717	0.00813185999999978	0.00571009798950339	42.8	37.4	-97.7	-99.8	1.46
82730	Rodentia	Dipodidae	Zapodinae	Pliozapus	solus	Pliozapus	NA	bra	NA	Pliozapus	4	1	1.94	8.33	6.39	1.75106052	1.3745825082	1.32327643370537	0.871094700000003	0.642553459663059	45.6	38.8	-98.1	-119	0.97
83151	Rodentia	Muridae	Neotominae	Onychomys	gidleyi	Onychomys	NA	hyp	NA	Onychomys	23	1	4.63	6.39	1.76	4.06593	3.19175505	2.01641513582893	2.48354397	2.07611221930485	42.4	29.9	-95.1	-121.5	1.508
83174	Rodentia	Muridae	Sigmodontinae	Calomys	indet.	Calomys	NA	bra	NA	Calomys	31	3	6.63	7.23	0.6	44.99924904	35.3244104964	6.70814795901223	10.793996865	9.82235454373764	42.8	-21.5	-64.7	-121.5	1.4925
80338	Carnivora	Mephitidae	NA	Martinogale	alveodens	Martinogale	294			Martinogale	6	1	8.27	13.68	5.41	6.52988358	5.1259586103	2.55536368840132	2.62277127	1.92741857945477	42.8	28.2	-81.8	-118.1	0.73
80341	Carnivora	Mephitidae	NA	Buisnictis	schoffi	Buisnictis	334			Buisnictis	13	1	6.12	8.33	2.21	5.93182224	4.6564804584	2.43553325577788	2.78356032	2.08946781420341	47	29.3	-95.7	-122.9	2.21142857142857
80344	Carnivora	Mephitidae	Mephitini	Brachyopsigale	dubius	Brachyopsigale	NA			Brachyopsigale	3	1	1.64	5.41	3.77	0.2538126	0.199242891	0.503798173875214	0.0972742950000002	0.0737725367765418	42.8	32.5	-95.7	-97.7	0.82
80404	Carnivora	Mustelidae	Galictini	Trigonictis	indet.	Trigonictis	NA			Trigonictis	20	1	3.65	5.41	1.76	11.08446444	8.7013045854	3.32933393338668	5.674005315	4.44856715676345	47	27.4	-77	-122.9	1.49
81485	Artiodactyla	Cervidae	Odocoilini	Bretzia	pseudalces	Bretzia	NA	bra	L2220	Bretzia	3	1	3.2	5.41	2.21	4.22265312	3.3147826992	2.05490951625613	1.83188628	1.39602598997371	47	33.4	-97.7	-122.9	1.58
83027	Lagomorpha	Leporidae	Archaeolaginae	Lepoides	lepoides	Lepoides	NA	hys	NA	Lepoides	4	1	2.62	6.39	3.77	1.96051752	1.5390062532	1.40018481637247	0.801111419999999	0.682497121309315	42.8	35.6	-97.7	-119.8	1.885
83118	Rodentia	Muridae	Cricetodontinae	Paronychomys	indet.	Paronychomys	NA	hyp	NA	Paronychomys	6	1	5.69	11.1	5.41	2.56375368	2.0125466388	1.60117259531882	0.707348609999998	0.602333502408918	42.8	32.6	-97.7	-118.1	0.776
83233	Rodentia	Muridae	Arvicolinae	Protopliophenacomys	parkeri	Protopliophenacomys	NA	hyp	NA	Protopliophenacomys	1	1	0	5.41	5.41	0	0	0	0	0	42.8	42.8	-97.7	-97.7	0
83721	Eulipotyphla	Talpidae	Talpinae	Scalopus	mcgrewi	Scalopus	NA	bra	NA	Scalopus	18	1	5.47	7.23	1.76	3.96834768	3.1151529288	1.9920712035467	1.906859565	1.66480590134667	42.8	29.6	-82.4	-106.8	1.1375
83125	Rodentia	Muridae	Microtoscoptinae	Goniodontomys	disjunctus	Goniodontomys	NA	hyp	NA	Goniodontomys	3	1	1.94	8.33	6.39	0.2316348	0.181833318	0.481284531228669	0.035854110000001	0.00586665110857861	43.7	42.7	-99.6	-118.4	0.420000000000001
81473	Artiodactyla	Antilocapridae	Antilocaprinae	Capromeryx	arizonensis	Capromeryx	NA	hyp	L2220	Capromeryx	24	2	3.65	5.41	1.76	13.2302898	10.385777493	3.63734653284506	6.55156854	5.37735517686016	47	21	-81.6	-122.9	1.35285714285714
80210	Carnivora	Canidae	Caninae	Urocyon	progressus	Urocyon	NA			Urocyon	13	2	3.74	3.77	0.03	18.222759	14.304865815	4.26881236411253	6.727204395	5.17736375471073	40.8	10.8	-72.2	-121.5	1.3675
80350	Carnivora	Mephitidae	Mephitini	Mephitis	mephitis	Mephitis	NA			Mephitis	2	1	0	3.77	3.77	0.0209457	0.0164423745	0.144726293395499	0	0	40.8	39.1	-95.7	-96.7	0
80357	Carnivora	Mustelidae	Taxidiini	Taxidea	indet.	Taxidea	NA			Taxidea	20	2	3.65	5.41	1.76	6.1999272	4.866942852	2.48996530096305	3.684410235	2.99635680555928	47	28.5	-95.7	-122.9	2.338
80365	Carnivora	Mustelidae	Lutrini	Satherium	piscinarium	Satherium	17383			Satherium	12	1	6.12	8.33	2.21	9.61740297	7.54966133145	3.10119379755603	3.17364318	2.20299571203287	47	28.1	-81.6	-122.9	0.78
80536	Carnivora	Felidae	Machairodontinae	Meganteron	hesperus	Meganteron	NA			Meganteron	11	2	4.13	5.89	1.76	7.53281298	5.9132581893	2.74459705239221	4.558585185	3.67579940271307	43.6	28.2	-81.8	-121.5	2.3275
82702	Rodentia	Geomyidae	Geomyinae	Geomys	quinni	Geomys	NA	hys	NA	Geomys	66	2	4.06	5.41	1.35	6.58754586	5.1712235001	2.56662148748116	4.029521445	3.33154898170828	40.8	27.4	-81.6	-121.5	1.17555555555556
82736	Rodentia	Dipodidae	Zapodinae	Zapus	indet.	Zapus	NA	mes	NA	Zapus	12	1	2.01	3.77	1.76	4.10190732	3.2199972462	2.0253165974731	1.26881658	1.10782318857007	44.5	28.1	-81.6	-101.9	0.1125
83211	Rodentia	Muridae	Arvicolinae	Hibbardomys	skinneri	Hibbardomys	NA	hyp	NA	Hibbardomys	7	1	2.01	3.77	1.76	0.28609362	0.2245834917	0.53487720086016	0.0604345049999993	0.0457883742011727	44.5	39.1	-95.7	-100	0.15
83230	Rodentia	Muridae	Arvicolinae	Nebraskomys	mcgrewi	Nebraskomys	NA	hyp	NA	Nebraskomys	3	1	1.56	3.77	2.21	0.04398597	0.03452898645	0.209728324267372	0.0170645849999999	0.0131538870162261	40.8	39.1	-95.7	-97.8	1.17
83241	Rodentia	Muridae	Arvicolinae	Pliolemmus	antiquus	Pliolemmus	NA	hyp	NA	Pliolemmus	3	1	0	3.77	3.77	0.0209457	0.0164423745	0.144726293395499	0	0	40.8	39.1	-95.7	-96.7	0
83828	Eulipotyphla	Soricidae	Soricinae	Planisorex	dixonensis	Planisorex	NA	bra	NA	Planisorex	3	1	1.56	3.77	2.21	0.0209457	0.0164423745	0.144726293395499	0	0	40.8	39.1	-95.7	-96.7	0.52
83851	Eulipotyphla	Soricidae	Soricinae	Blarina	indet.	Blarina	NA	bra	NA	Blarina	4	1	0	2.21	2.21	2.12512608	1.6682239728	1.45778121815312	0.155182995	0.123339634571396	40.8	29.6	-82.4	-97.8	0
80624	Condylarthra	incertae sedis		Protungulatum	donnae	Protungulatum	NA			Protungulatum	16	2	1.48	65.94	64.46	1.31292576	1.0306467216	1.14582972557008	0.632744955	0.440917729909341	54.5	39.7	-104.8	-112	1.26625
80728	Condylarthra	Hyopsodontidae		Oxyprimus	indet.	Oxyprimus	NA	bra	R2200	Oxyprimus	12	2	4.02	65.94	61.92	1.68403428	1.3219669098	1.29770346381598	1.0164825	0.660093212767566	54.5	41.1	-104.8	-115	3.348
